id_code,area,site,year,month,T1_prop,T2_prop,T3_prop,T4_prop,moist_prop,logger_T4,T1_mean,T1_absmax,T1_absmin,T1_meanmax,T1_meanmin,T2_mean,T2_absmax,T2_absmin,T2_meanmax,T2_meanmin,T3_mean,T3_absmax,T3_absmin,T3_meanmax,T3_meanmin,T4_mean,T4_absmax,T4_absmin,T4_meanmax,T4_meanmin,moist_sd,moist_cv,moist_med,moist_mean,moist_absmax,moist_absmin,T1_99,T1_98,T1_97,T1_96,T1_95,T2_99,T2_98,T2_97,T2_96,T2_95,T3_99,T3_98,T3_97,T3_96,T3_95,T4_99,T4_98,T4_97,T4_96,T4_95
MAL057,MAL,57,2020,1,1,1,1,1,0,a,-0.38,-0.31,-0.38,-0.37,-0.38,-0.57,-0.38,-0.75,-0.55,-0.6,-1.67,-0.7,-2.2,-1.58,-1.77,-8.53,1.7,-27.3,-5.9,-12.08,,,,,,,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.44,-0.44,-0.5,-0.7,-0.83,-0.95,-1.08,-1.2,0.829000000000002,0.457999999999998,0.287,0.1,-1.055
MAL057,MAL,57,2020,2,1,1,1,1,0,a,-0.38,-0.38,-0.38,-0.38,-0.38,-0.6,-0.5,-0.69,-0.58,-0.61,-1.72,-1.26,-2.08,-1.67,-1.76,-8.59,1.7,-18.4,-4.88,-12.57,,,,,,,-0.38,-0.38,-0.38,-0.38,-0.38,-0.5,-0.5,-0.5,-0.5,-0.5,-1.26,-1.26,-1.33,-1.33,-1.33,0.5,0.5,-0.410000000000025,-1.4,-1.6
MAL057,MAL,57,2020,3,1,1,1,1,0,a,-0.38,-0.38,-0.38,-0.38,-0.38,-0.56,-0.38,-0.75,-0.55,-0.57,-1.52,-0.83,-2.33,-1.48,-1.56,-6.59,5.8,-22,-2.29,-10.8,,,,,,,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.83,-0.83,-0.83,-0.83,-0.83,3.158,2.64799999999999,1.487,1.3,0.9
MAL057,MAL,57,2020,4,1,1,1,1,0,a,-0.38,-0.31,-0.38,-0.37,-0.38,-0.42,-0.25,-0.5,-0.41,-0.44,-0.96,-0.39,-1.45,-0.93,-1.01,-3.1,14.4,-20.5,3.11,-8.59,,,,,,,-0.38,-0.38,-0.38,-0.38,-0.38,-0.31,-0.31,-0.31,-0.31,-0.31,-0.39,-0.45,-0.45,-0.45,-0.45,6.941,5.9,5.56900000000001,5.4,5.11
MAL057,MAL,57,2020,5,1,1,1,1,0,a,-0.33,-0.31,-0.38,-0.31,-0.35,-0.27,-0.19,-0.38,-0.26,-0.28,-0.39,-0.14,-0.83,-0.34,-0.45,2.46,18.3,-13.1,9.45,-3.5,,,,,,,-0.31,-0.31,-0.31,-0.31,-0.31,-0.25,-0.25,-0.25,-0.25,-0.25,-0.2,-0.2,-0.2,-0.2,-0.2,15.419,14,13.474,12.364,11.9
MAL057,MAL,57,2020,6,1,1,1,1,0.766666666666667,a,7.1,14.5,-0.31,8.34,5.97,9.22,23.25,-1.38,15.01,3.53,9.93,26.8,-2.7,17.32,1.08,10.5,25.9,-1.2,16.29,3.1,1.01,0.02,55.3,55.2,56.4,53,14.19,14,13.75,13.5,13.31,22.0726,21.1746,20.38,20.06,19.506,25.8,24.92,24.42,23.5404,22.8,24.887,24.382,23.546,22.928,22.51
MAL057,MAL,57,2020,7,1,1,1,1,1,a,10.92,15.5,6.5,11.99,9.92,11.35,22.06,2.75,16.2,7.19,10.94,25.92,-1.7,18.11,4.45,11.06,22.8,0.5,15.83,6.02,0.97,0.02,54.2,54.4,56.2,52.9,14.75,14.62,14.37,14.06,13.81,20.015,19.09,18.3475,17.88,17.62,22.42,21.58,20.64,20.05,19.58,22.4,21.1,20.8,20.6,20.3
MAL057,MAL,57,2020,8,1,1,1,1,1,b,10.37,14.25,4.75,11.3,9.51,10.07,22.25,-0.62,14.99,5.87,9.59,26.61,-6.01,17.13,2.47,10.14,24.6,-3.54,15.29,4.62,0.81,0.02,54.3,54.1,56,52.9,14,13.87,13.87,13.75,13.62,19.38,18.47,17.795,17.12,16.705,22.1575,20.86,20.0175,19.17,18.8,21.94,21.108,20.106,19.636,19.1472
MAL057,MAL,57,2020,9,1,1,1,1,1,o,5.02,9.56,0.75,5.66,4.48,4.47,13.81,-2.62,7.46,2.13,4.42,17.92,-7.45,9.86,0.07,5.45,17.18,-5.13,9.24,2.02,0.45,0.01,55,55.1,55.9,54.5,9.2626,8.9652,8.87,8.74039999999998,8.62,11.1473,10.75,10.5,10.25,10,14.3525,12.8852,12.17,11.55,11.3,14.92711,13.39974,12.61767,12.12152,11.4816
MAL057,MAL,57,2020,10,1,1,1,1,0.548387096774194,o,2.3,5.87,0,2.5,2.13,1.42,8,-3.56,2.26,0.51,-0.37,10.67,-14.08,1.96,-2.82,-0.23,9.97,-14.44,2.04,-2.62,0.08,0,54.8,54.8,55.1,54.7,5.81,5.75,5.69,5.62,5.62,7.12,6.94,6.81,6.69,6.62,8.67,7.92,7.61,7.42,7.36,9.05394000000001,8.47,8.14764,7.91888,7.784
MAL058,MAL,58,2019,11,1,1,1,0,0,,-0.3,-0.12,-0.62,-0.28,-0.34,-1.38,-0.39,-3.27,-1.14,-1.63,-5.06,-0.92,-12.48,-3.98,-6.16,,,,,,,,,,,,-0.12,-0.12,-0.12,-0.12,-0.12,-0.45,-0.52,-0.52,-0.52,-0.52,-0.98,-1.17,-1.29,-1.35,-1.42,,,,,
MAL058,MAL,58,2019,12,1,1,1,0,0,,-0.36,-0.25,-0.5,-0.34,-0.37,-0.79,-0.27,-1.39,-0.71,-0.87,-2.43,-0.42,-4.79,-2.12,-2.72,,,,,,,,,,,,-0.25,-0.25,-0.25,-0.25,-0.25,-0.27,-0.33,-0.39,-0.39,-0.45,-0.48,-0.6,-0.85,-1.1,-1.29,,,,,
MAL058,MAL,58,2020,1,1,1,1,0,0,,-0.31,-0.25,-0.38,-0.29,-0.32,-0.51,-0.39,-0.64,-0.49,-0.54,-1.5,-1.04,-2.04,-1.44,-1.56,,,,,,,,,,,,-0.25,-0.25,-0.25,-0.25,-0.25,-0.39,-0.39,-0.39,-0.39,-0.39,-1.04,-1.1,-1.17,-1.17,-1.17,,,,,
MAL058,MAL,58,2020,2,1,1,1,0,0,,-0.36,-0.31,-0.38,-0.33,-0.37,-0.54,-0.45,-0.64,-0.53,-0.55,-1.57,-1.29,-2.04,-1.55,-1.61,,,,,,,,,,,,-0.31,-0.31,-0.31,-0.31,-0.31,-0.45,-0.45,-0.45,-0.45,-0.45,-1.29,-1.29,-1.29,-1.29,-1.29,,,,,
MAL058,MAL,58,2020,3,1,1,1,0,0,,-0.36,-0.25,-0.38,-0.34,-0.37,-0.47,-0.27,-0.64,-0.46,-0.48,-1.32,-0.67,-1.79,-1.29,-1.34,,,,,,,,,,,,-0.31,-0.31,-0.31,-0.31,-0.31,-0.27,-0.27,-0.27,-0.27,-0.27,-0.67,-0.67,-0.73,-0.73,-0.73,,,,,
MAL058,MAL,58,2020,4,1,1,1,0,0,,-0.27,-0.25,-0.31,-0.25,-0.29,-0.23,-0.14,-0.39,-0.22,-0.25,-0.62,-0.29,-1.04,-0.59,-0.63,,,,,,,,,,,,-0.25,-0.25,-0.25,-0.25,-0.25,-0.14,-0.14,-0.14,-0.14,-0.14,-0.29,-0.29,-0.29,-0.29,-0.29,,,,,
MAL058,MAL,58,2020,5,1,1,1,0,0,,-0.25,-0.25,-0.25,-0.25,-0.25,-0.14,-0.14,-0.14,-0.14,-0.14,-0.29,-0.23,-0.29,-0.28,-0.29,,,,,,,,,,,,-0.25,-0.25,-0.25,-0.25,-0.25,-0.14,-0.14,-0.14,-0.14,-0.14,-0.29,-0.29,-0.29,-0.29,-0.29,,,,,
MAL058,MAL,58,2020,6,1,1,1,0,0.7,,4.87,11.38,-0.25,5.89,3.99,7.93,28.11,-1.14,15.04,2.15,8.71,31.08,-2.48,16.62,0.48,,,,,,3.66,0.19,19.6,19.8,26.6,7.1,11.12,10.9052,10.75,10.62,10.5,25.5626,24.23,23.36,22.7204,22.113,28.21,27.08,26.33,25.58,24.83,,,,,
MAL058,MAL,58,2020,7,1,1,1,0,1,,9.23,12.88,6,9.97,8.55,11.05,25.11,2.3,17.37,6.76,11.24,27.96,-1.29,19.4,4.7,,,,,,1.25,0.12,10.1,10,14.7,7.1,12.38,12.19,12,11.75,11.5,21.83,20.48,19.86,19.23,18.5125,24.4,23.33,22.3,21.58,21.02,,,,,
MAL058,MAL,58,2020,8,1,1,1,0,1,,9.8,12.5,6.31,10.49,9.17,10.35,25.36,-0.45,17.01,5.82,9.89,29.46,-6.17,19.26,2.53,,,,,,1.23,0.12,9.9,10.2,14.5,7.6,12.31,12.12,12.06,11.94,11.88,21.3468,20.23,19.42,18.73,18.11,24.08,22.96,22.08,20.96,20.33,,,,,
MAL058,MAL,58,2020,9,1,1,1,0,1,,5.92,9.31,2.44,6.4,5.5,5.42,17.61,-2.83,9.75,2.63,4.82,21.46,-8.42,11.94,-0.09,,,,,,2.51,0.21,11.5,11.8,32.8,8.8,9,8.88,8.81,8.75,8.62,14.4326,13.0752,11.98,11.23,10.92,17.1598,15.21,13.71,12.65,12.15,,,,,
MAL058,MAL,58,2020,10,1,1,1,0,0.67741935483871,,2.94,6,0.75,3.11,2.8,1.69,8.8,-5.08,2.81,0.62,0.23,11.21,-14.17,2.6,-2.06,,,,,,1.38,0.13,10.1,10.6,12.9,8.8,5.81,5.75,5.75,5.69,5.62,7.8,7.36,7.23,7.11,6.98,9.165,8.365,8.02,7.83,7.71,,,,,
MAL059,MAL,59,2019,11,1,1,1,0,0,,-1.49,-0.94,-3.19,-1.33,-1.63,-4.44,-1.21,-12.14,-3.56,-5.29,-9.31,-1.5,-25.12,-6.96,-11.79,,,,,,,,,,,,-0.94,-0.94,-0.94,-0.94,-0.94,-1.33,-1.46,-1.46,-1.46,-1.58,-1.69,-1.88,-2.06,-2.25,-2.38,,,,,
MAL059,MAL,59,2019,12,1,1,1,0,0,,-0.94,-0.69,-1.31,-0.9,-0.98,-1.87,-0.71,-3.58,-1.7,-2.05,-3.48,-0.62,-7.75,-3.06,-3.93,,,,,,,,,,,,-0.69,-0.69,-0.69,-0.69,-0.75,-0.71,-0.83,-0.89,-0.96,-1.08,-0.69,-0.88,-1.12,-1.56,-1.88,,,,,
MAL059,MAL,59,2020,1,1,1,1,0,0,,-0.7,-0.62,-0.81,-0.69,-0.71,-1.16,-0.89,-1.46,-1.12,-1.19,-2.02,-1.38,-2.62,-1.94,-2.11,,,,,,,,,,,,-0.62,-0.62,-0.62,-0.62,-0.62,-0.96,-0.96,-0.96,-0.96,-0.96,-1.38,-1.38,-1.5,-1.56,-1.56,,,,,
MAL059,MAL,59,2020,2,1,1,1,0,0,,-0.73,-0.69,-0.81,-0.71,-0.75,-1.22,-1.08,-1.46,-1.2,-1.23,-2.1,-1.75,-2.56,-2.07,-2.14,,,,,,,,,,,,-0.69,-0.69,-0.69,-0.69,-0.69,-1.08,-1.08,-1.08,-1.08,-1.08,-1.75,-1.75,-1.75,-1.75,-1.75,,,,,
MAL059,MAL,59,2020,3,1,1,1,0,0,,-0.73,-0.62,-0.81,-0.72,-0.74,-1.14,-0.83,-1.46,-1.12,-1.17,-1.9,-1.19,-2.5,-1.86,-1.93,,,,,,,,,,,,-0.62,-0.62,-0.62,-0.62,-0.62,-0.83,-0.83,-0.83,-0.83,-0.83,-1.19,-1.25,-1.25,-1.25,-1.25,,,,,
MAL059,MAL,59,2020,4,1,1,1,0,0,,-0.58,-0.5,-0.62,-0.56,-0.59,-0.75,-0.52,-0.96,-0.74,-0.77,-1.14,-0.62,-1.5,-1.11,-1.17,,,,,,,,,,,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.52,-0.52,-0.52,-0.52,-0.52,-0.62,-0.62,-0.69,-0.69,-0.69,,,,,
MAL059,MAL,59,2020,5,1,1,1,0,0,,-0.44,-0.37,-0.5,-0.44,-0.44,-0.42,-0.33,-0.58,-0.42,-0.43,-0.54,-0.25,-1,-0.51,-0.57,,,,,,,,,,,,-0.37,-0.37,-0.37,-0.37,-0.37,-0.33,-0.33,-0.33,-0.33,-0.33,-0.31,-0.38,-0.38,-0.38,-0.38,,,,,
MAL059,MAL,59,2020,6,1,1,1,0,0.7,,3.33,9.06,-0.37,4.14,2.55,8.55,30.54,-1.27,16.4,1.89,9.18,29.38,-1.56,15.65,2.11,,,,,,2.84,0.15,17.7,18.4,24.7,12.6,8.69,8.44,8.25,8.19,8.06,27.6826,25.92,24.92,23.8488,22.79,26.5726,25.355,24.38,23.88,23.12,,,,,
MAL059,MAL,59,2020,7,1,1,1,0,1,,8.32,12.06,4.38,9.08,7.57,10.9,26.54,1.04,17.19,5.89,11.22,27.12,-0.25,17.78,5.21,,,,,,1.82,0.11,15.7,16.2,26.7,13.3,11.81,11.69,11.44,11.31,11.19,21.54,20.39,19.86,19.42,19.04,22.62,21.655,21.12,20.5,20.06,,,,,
MAL059,MAL,59,2020,8,1,1,1,0,1,,8.96,11.56,4.94,9.64,8.27,9.69,24.86,-3.33,16.48,4.14,9.74,26.5,-6.19,17.4,2.72,,,,,,1.63,0.1,15.4,16,31.3,13.5,11.44,11.31,11.25,11.06,11.06,21.4956,20.42,19.54,18.67,18.128,23.12,21.44,20.25,19.62,19,,,,,
MAL059,MAL,59,2020,9,1,1,1,0,1,,5.08,8.56,1.56,5.52,4.66,4.55,17.04,-4.64,8.29,1.38,4.73,18.44,-7.88,9.87,0.33,,,,,,1.93,0.12,15.3,15.7,27.8,12.2,8.3926,8.06,8.06,7.94,7.94,12.79,11.73,11.29,10.92,10.483,14.62,13.2152,12.31,11.88,11.5,,,,,
MAL059,MAL,59,2020,10,1,1,1,0,0.612903225806452,,2.48,5.44,0.25,2.64,2.33,1.13,8.54,-7.27,2.37,-0.17,-0.16,9.69,-14.75,1.97,-2.46,,,,,,1.22,0.08,15.2,15.2,17.7,13.5,5.44,5.44,5.38,5.38,5.31,7.79,7.61,7.42,7.29,7.17,8.62,8.31,8,7.88,7.75,,,,,
MAL060,MAL,60,2019,11,1,1,1,1,0,a,-0.45,-0.25,-0.81,-0.42,-0.48,-1.85,-0.84,-4.09,-1.62,-2.07,-4.53,-1.54,-10.17,-3.9,-5.14,-13.67,0.9,-33.7,-8.8,-19.46,,,,,,,-0.25,-0.25,-0.25,-0.25,-0.25,-0.84,-0.9,-0.96,-0.96,-0.96,-1.67,-1.79,-1.92,-2.04,-2.11,0.641000000000003,0.22999999999999,-1.377,-1.636,-2.085
MAL060,MAL,60,2019,12,1,1,1,1,0,a,-0.5,-0.38,-0.62,-0.47,-0.52,-1.15,-0.46,-2.21,-1.05,-1.24,-2.51,-0.79,-5.42,-2.27,-2.76,-10.2,2.9,-32.9,-5.43,-16.77,,,,,,,-0.38,-0.38,-0.38,-0.38,-0.38,-0.52,-0.59,-0.59,-0.71,-0.71,-0.92,-1.04,-1.185,-1.42,-1.54,1.81600000000001,1.274,0.687,0.5,0.144999999999999
MAL060,MAL,60,2020,1,1,1,1,1,0,a,-0.49,-0.38,-0.62,-0.48,-0.52,-0.89,-0.71,-1.21,-0.86,-0.92,-1.76,-1.29,-2.67,-1.69,-1.83,-10.19,2,-38.7,-5.88,-15.18,,,,,,,-0.38,-0.38,-0.38,-0.38,-0.38,-0.71,-0.71,-0.71,-0.71,-0.71,-1.29,-1.29,-1.29,-1.29,-1.29,1.029,0.8,0.687,0.315999999999997,0.0899999999999977
MAL060,MAL,60,2020,2,1,1,1,0.0689655172413793,0,a,-0.62,-0.62,-0.75,-0.62,-0.64,-0.97,-0.84,-1.09,-0.95,-0.99,-1.77,-1.54,-2.04,-1.75,-1.79,,,,,,,,,,,,-0.62,-0.62,-0.62,-0.62,-0.62,-0.84,-0.84,-0.9,-0.9,-0.9,-1.54,-1.54,-1.54,-1.54,-1.54,,,,,
MAL060,MAL,60,2020,3,1,1,1,0,0,,-0.74,-0.62,-0.81,-0.73,-0.76,-1.06,-0.84,-1.21,-1.03,-1.08,-1.8,-1.42,-2.17,-1.79,-1.83,,,,,,,,,,,,-0.62,-0.69,-0.69,-0.69,-0.69,-0.84,-0.84,-0.84,-0.9,-0.9,-1.42,-1.42,-1.42,-1.42,-1.42,,,,,
MAL060,MAL,60,2020,4,1,1,1,0,0,,-0.54,-0.31,-0.69,-0.53,-0.55,-0.67,-0.27,-0.84,-0.64,-0.68,-1.06,-0.42,-1.42,-1.03,-1.09,,,,,,,,,,,,-0.31,-0.31,-0.31,-0.31,-0.31,-0.34,-0.34,-0.34,-0.34,-0.34,-0.42,-0.42,-0.42,-0.42,-0.42,,,,,
MAL060,MAL,60,2020,5,1,1,1,0,0,,-0.21,-0.12,-0.31,-0.2,-0.23,-0.23,-0.21,-0.34,-0.22,-0.23,-0.32,-0.29,-0.42,-0.31,-0.33,,,,,,,,,,,,-0.12,-0.12,-0.12,-0.12,-0.12,-0.21,-0.21,-0.21,-0.21,-0.21,-0.29,-0.29,-0.29,-0.29,-0.29,,,,,
MAL060,MAL,60,2020,6,1,1,1,0.966666666666667,0.633333333333333,a,5.06,13.88,-0.38,6.84,3.92,7.44,30.6,-0.9,14.74,2.02,7.8,31.46,-2.54,15.64,0.79,11.09,36.8,-2.3,22.87,1.66,5.07,0.21,24.3,24,34.5,16.2,13.5726,13.3394,13.12,12.8688,12.563,27.9247,26.66,26.1,25.54,25.16,28.9852,27.96,27.21,26.3108,25.33,33.289,31.412,31.1,29.372,28.4
MAL060,MAL,60,2020,7,1,1,1,1,1,a,10.78,17.25,6.12,12.31,9.69,11.57,29.66,1.79,19.53,6.49,11.23,30.08,-0.79,20.15,4.49,11.96,30.4,0.2,20.35,5.63,2.48,0.1,25,25.3,31.5,19.9,15.25,14.88,14.62,14.25,14.06,25.41,23.38,22.145,21.23,20.41,26.535,24.58,23.21,22.27,21.33,28.316,27.416,24.922,23.68,23.345
MAL060,MAL,60,2020,8,1,1,1,1,1,b,11.13,16.44,6.5,12.58,10.1,10.76,31.48,-2.52,19.98,4.99,9.89,31.58,-7.61,19.9,2.02,10.75,30.3,-6.46,18.22,3.6,3.24,0.16,20.2,20.7,27.7,14.8,15.94,15.38,14.9268,14.56,14.38,27.4956,24.8212,23.0868,22.16,21.16,26.4912,25.0224,23.46,22.58,21.728,26.502,25.58764,24.2063,22.74432,21.8851
MAL060,MAL,60,2020,9,1,1,1,1,1,o,6.74,10.88,2.62,7.6,6.1,5.58,22.6,-4.4,11.64,2.15,4.95,22.27,-9.42,12.38,-0.12,5.58,18.51,-8.52,10.44,1.2,2.01,0.08,26,25.6,32.6,20.8,10.56,10.38,10.12,10,9.88,15.54,13.79,12.79,12.16,11.79,16.71,14.89,13.8078,12.83,12.33,15.90963,15.24474,13.72011,13.232,12.63315
MAL060,MAL,60,2020,10,1,1,1,1,0.903225806451613,o,3.29,6.69,0.62,3.51,3.08,1.58,9.16,-6.46,2.95,0.13,-0.28,10.21,-16.23,2.32,-3.08,-0.4,10.31,-19.63,2.16,-3.08,0.86,0.03,25.1,25.6,27.9,24.5,6.5,6.5,6.44,6.38,6.38,8.16,7.91,7.66,7.54,7.35,8.83,8.52,8.14,7.96,7.83,9.21147,8.80182,8.55041,8.47,8.3797
MAL061,MAL,61,2019,11,1,1,1,0,0,,-5.23,-3.12,-9,-4.95,-5.55,-7.24,-3.14,-14.83,-6.28,-8.27,-8.93,-3.07,-17.45,-7.18,-11.01,,,,,,,,,,,,-3.12,-3.12,-3.12,-3.12,-3.25,-3.2,-3.33,-3.33,-3.45,-3.45,-3.2,-3.45,-3.57,-3.7,-3.82,,,,,
MAL061,MAL,61,2019,12,1,1,1,0,0,,-6.18,-2.12,-10.88,-5.72,-6.62,-7.11,0.11,-15.95,-5.86,-8.46,-8.24,0.43,-18.95,-6.01,-10.95,,,,,,,,,,,,-2.75,-3.09,-3.88,-4.44,-4.44,-0.39,-1.86,-2.83,-3.64,-3.95,-0.2,-0.88,-1.82,-2.07,-2.38,,,,,
MAL061,MAL,61,2020,1,1,1,1,0,0,,-4.72,-4,-5.5,-4.6,-4.83,-5.39,-3.26,-7.2,-5.02,-5.8,-7.6,-1.32,-13.26,-6.21,-9.29,,,,,,,,,,,,-4.06,-4.12,-4.12,-4.19,-4.19,-3.58,-3.92,-4.2,-4.26,-4.33,-2.38,-3.26,-3.585,-3.82,-4.07,,,,,
MAL061,MAL,61,2020,2,1,1,1,0,0,,-4.38,-3.94,-5.25,-4.34,-4.42,-4.65,-4.08,-5.76,-4.58,-4.73,-5.76,-4.57,-7.63,-5.59,-5.97,,,,,,,,,,,,-3.94,-3.94,-3.94,-4,-4,-4.08,-4.08,-4.08,-4.08,-4.08,-4.57,-4.57,-4.57,-4.63,-4.63,,,,,
MAL061,MAL,61,2020,3,1,1,1,0,0,,-4.63,-3.94,-5.12,-4.57,-4.69,-4.89,-3.83,-5.7,-4.77,-5,-5.9,-3.76,-7.57,-5.59,-6.22,,,,,,,,,,,,-3.94,-4,-4,-4,-4,-3.89,-3.89,-3.95,-3.95,-3.95,-3.82,-3.95,-3.95,-3.95,-3.95,,,,,
MAL061,MAL,61,2020,4,1,1,1,0,0,,-4.18,-3.38,-5.06,-4.12,-4.24,-4.25,-2.89,-5.58,-4.11,-4.37,-4.73,-2.07,-7.32,-4.37,-5.05,,,,,,,,,,,,-3.38,-3.38,-3.38,-3.38,-3.38,-2.95,-3.01,-3.08,-3.08,-3.08,-2.1174,-2.2,-2.26,-2.32,-2.32,,,,,
MAL061,MAL,61,2020,5,1,1,1,0,0,,-2.46,-0.38,-3.5,-2.37,-2.52,-2.25,1.8,-3.7,-2.06,-2.41,-2,6.62,-4.82,-1.33,-2.51,,,,,,,,,,,,-0.38,-0.38,-0.38,-0.38,-0.38,1.375,0.52,0.3,0.17,0.05,4.8175,3.77,2.975,2.24,1.885,,,,,
MAL061,MAL,61,2020,6,1,1,1,0,1,,8.84,21.88,-0.38,13.27,5.04,8.55,23.42,-1.08,14.13,2.95,8.05,21.55,-0.88,12.8,3.08,,,,,,5.7,0.24,21.2,23.9,40.9,18.8,20.75,20.38,19.8541,19.25,18.75,22.05,21.1994,20.3,19.92,19.3,20.43,19.93,19.1319,18.4804,17.99,,,,,
MAL061,MAL,61,2020,7,1,1,1,0,1,,9.3,18.88,1.06,12.34,6.78,8.83,21.99,-0.2,14,5.01,8.54,20.68,-0.32,13.06,5.12,,,,,,4.48,0.2,21.8,22.4,48.9,12.7,17,16.25,15.75,15.25,14.895,20.05,18.705,17.905,17.05,16.55,18.87,17.96,17.05,16.55,16.18,,,,,
MAL061,MAL,61,2020,8,1,1,1,0,1,,8.33,17.88,0.94,11.04,6.12,7.76,23.86,-2.7,13.2,3.75,7.53,22.49,-2.07,12.25,3.81,,,,,,4.41,0.2,23.1,22.2,49.6,7.7,17,15.44,14.97,14.62,14.5,19.875,17.92,17.2225,16.67,16.3,18.99,17.365,16.3,15.87,15.55,,,,,
MAL061,MAL,61,2020,9,1,1,1,0,0.766666666666667,,2.76,10,-0.62,4.12,1.72,2.6,13.42,-5.89,6.16,0.18,2.6,12.68,-5.7,5.62,0.35,,,,,,5.94,0.31,20.8,19.1,45.3,7.2,8.88,8.5,7.88,7.75,7.62,11.55,10.05,9.17,8.67,8.42,10.9078,9.57940000000001,8.59410000000001,8.37,8.18,,,,,
MAL061,MAL,61,2020,10,1,1,1,0,0.387096774193548,,0.32,5.81,-3.88,0.86,-0.18,-1.28,8.05,-10.33,0.25,-2.57,-1.94,7.87,-10.26,-0.37,-3.2,,,,,,0.52,0.03,14.7,15,16.7,14.1,5,4.845,4.69,4.56,4.44,6.55,5.55,5.42,5.36,5.17,6.1825,5.55,5.43,5.3,5.18,,,,,
MAL062,MAL,62,2019,11,1,1,1,0,0,,-4.06,-2.33,-7.64,-3.79,-4.33,-5.89,-2.52,-13.71,-5.04,-6.88,-9.33,-2.62,-25.5,-6.94,-12.7,,,,,,,,,,,,-2.39,-2.39,-2.39,-2.45,-2.51,-2.59,-2.65,-2.65,-2.77,-2.77,-2.75,-3,-3.14589999999999,-3.25,-3.25,,,,,
MAL062,MAL,62,2019,12,1,1,1,0,0,,-2.73,-2.33,-3.76,-2.65,-2.82,-3.41,-2.4,-5.52,-3.23,-3.61,-5.09,-2.06,-10.75,-4.56,-5.67,,,,,,,,,,,,-2.33,-2.33,-2.33,-2.39,-2.39,-2.4,-2.52,-2.65,-2.65,-2.65,-2.31,-2.62,-3.075,-3.19,-3.25,,,,,
MAL062,MAL,62,2020,1,1,1,1,0,0,,-2.08,-1.89,-2.33,-2.05,-2.1,-2.44,-2.15,-2.9,-2.4,-2.48,-3.28,-2.75,-4.12,-3.19,-3.37,,,,,,,,,,,,-1.89,-1.89,-1.89,-1.89,-1.89,-2.15,-2.15,-2.15,-2.15,-2.15,-2.75,-2.75,-2.75,-2.75,-2.75,,,,,
MAL062,MAL,62,2020,2,1,1,1,0,0,,-2.3,-2.14,-2.39,-2.29,-2.32,-2.65,-2.4,-2.9,-2.63,-2.68,-3.43,-2.88,-4.06,-3.39,-3.49,,,,,,,,,,,,-2.14,-2.14,-2.14,-2.14,-2.14,-2.4,-2.4,-2.4,-2.4,-2.4,-2.88,-2.94,-2.94,-2.94,-2.94,,,,,
MAL062,MAL,62,2020,3,1,1,1,0,0,,-2.4,-2.14,-2.58,-2.38,-2.41,-2.68,-2.27,-3.02,-2.66,-2.71,-3.33,-2.62,-3.88,-3.29,-3.37,,,,,,,,,,,,-2.14,-2.14,-2.14,-2.14,-2.14,-2.27,-2.27,-2.27,-2.27,-2.27,-2.62,-2.62,-2.62,-2.62,-2.62,,,,,
MAL062,MAL,62,2020,4,1,1,1,0,0,,-2.24,-1.89,-2.39,-2.22,-2.26,-2.41,-2.02,-2.71,-2.39,-2.44,-2.85,-2.19,-3.38,-2.81,-2.89,,,,,,,,,,,,-1.89,-1.89,-1.95,-1.95,-1.95,-2.02,-2.02,-2.02,-2.02,-2.02,-2.19,-2.19,-2.25,-2.25,-2.25,,,,,
MAL062,MAL,62,2020,5,1,1,1,0,0,,-1.46,-0.26,-1.89,-1.41,-1.49,-1.47,-0.15,-2.02,-1.42,-1.5,-1.63,-0.19,-2.25,-1.58,-1.68,,,,,,,,,,,,-0.26,-0.26,-0.26,-0.26,-0.39,-0.195,-0.21,-0.21,-0.21,-0.21,-0.25,-0.25,-0.25,-0.25,-0.25,,,,,
MAL062,MAL,62,2020,6,1,1,1,0,0.633333333333333,,5.4,16.55,-0.33,7.35,3.43,6.6,24.1,-1.46,11.03,1.76,6.19,21.25,-3.62,10.3,1.38,,,,,,2.52,0.13,18.1,19.2,31.8,17.1,15.9347,15.61,15.24,14.8,14.24,22.48,21.23,20.4319,19.85,19.6,19.5,19.12,18.88,18.38,18,,,,,
MAL062,MAL,62,2020,7,1,1,1,0,1,,8.91,15.8,1.49,10.68,7.12,9.29,24.41,-0.02,13.92,5.3,8.79,21.88,-0.19,13.14,5.01,,,,,,1.17,0.07,17.4,17.6,24.2,15.2,14.99,14.205,13.74,13.49,13.42,19.1,18.1,17.48,17.04,16.805,18.5,17.75,17.25,16.88,16.515,,,,,
MAL062,MAL,62,2020,8,1,1,1,0,1,,8.86,15.61,2.11,10.61,7.13,8.53,21.85,-3.65,13.41,4.14,7.97,22.56,-3.12,12.74,3.77,,,,,,1.13,0.07,17.1,17.3,30.6,15,14.815,14.36,13.99,13.86,13.61,20.01,18.82,17.79,17.1,16.73,18.88,17.75,17,16.62,16.19,,,,,
