id_code,area,site,y,x,logger,altitude,chm,pgaps2m,pgaps5m,pzabove2,zmean,zq95,zskew,canopy_cover2m_5m,canopy_cover2m_10m,canopy_cover2m_20m,canopy_cover2m_30m,canopy_cover2m_50m,canopy_cover5m_5m,canopy_cover5m_10m,canopy_cover5m_20m,canopy_cover5m_30m,canopy_cover5m_50m,canopy_cover10m_5m,canopy_cover10m_10m,canopy_cover10m_20m,canopy_cover10m_30m,canopy_cover10m_50m,chm_metsakeskus_5,chm_metsakeskus_10,chm_metsakeskus_20,chm_metsakeskus_30,chm_metsakeskus_50,pgaps2m_metsakeskus_10,pgaps2m_metsakeskus_20,pgaps5m_metsakeskus_10,pgaps5m_metsakeskus_20,pisr_m1_2m,pisr_m1_10m,pisr_m1_30m,pisr_m1_50m,pisr_m2_2m,pisr_m2_10m,pisr_m2_30m,pisr_m2_50m,pisr_m3_2m,pisr_m3_10m,pisr_m3_30m,pisr_m3_50m,pisr_m4_2m,pisr_m4_10m,pisr_m4_30m,pisr_m4_50m,pisr_m5_2m,pisr_m5_10m,pisr_m5_30m,pisr_m5_50m,pisr_m6_2m,pisr_m6_10m,pisr_m6_30m,pisr_m6_50m,pisr_m7_2m,pisr_m7_10m,pisr_m7_30m,pisr_m7_50m,pisr_m8_2m,pisr_m8_10m,pisr_m8_30m,pisr_m8_50m,pisr_m9_2m,pisr_m9_10m,pisr_m9_30m,pisr_m9_50m,pisr_m10_2m,pisr_m10_10m,pisr_m10_30m,pisr_m10_50m,pisr_m11_2m,pisr_m11_10m,pisr_m11_30m,pisr_m11_50m,pisr_m12_2m,pisr_m12_10m,pisr_m12_30m,pisr_m12_50m,pisr_annual_2m,pisr_summer_2m,pisr_annual_10m,pisr_summer_10m,pisr_annual_30m,pisr_summer_30m,pisr_annual_50m,pisr_summer_50m,slope,swi,twi,tpi10,tpi20,tpi30,tpi50,tpi100,tpi200,tpi500,wind_effect,canopy_cover_conif,canopy_cover_decid,canopy_cover,canopy_portion_conif,canopy_portion_decid,forest_age,forest_class,forest_height,forest_volume,habitat_type,wetland,allwet_prop_100m,allwet_prop_10m,allwet_prop_25m,allwet_prop_500m,costdist2river,costdist2water,costdist2wet,dist2anywater,dist2edge_large,dist2edge_medium,dist2edge_small,dist2forest_large,dist2forest_medium,dist2forest_small,dist2lakes,dist2lakes_large,dist2rivers,dist2waters,dist2wetlands,fluvial_effect,forest_prop_100m,forest_prop_10m,forest_prop_25m,forest_prop_500m,water_effect,water_prop_100m,water_prop_10m,water_prop_25m,water_prop_500m,wet_effect,wetland_prop_100m,wetland_prop_10m,wetland_prop_25m,wetland_prop_500m,tcd,waw,dlt,corine
TII032,TII,32,63.645073,28.279317,Tomst,18993,0,100,100,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,12,12,11,100,100,100,100,454,459,458,458,2270,2331,2325,2326,7476,7634,7616,7620,15151,15349,15327,15331,22645,22819,22800,22804,26416,26559,26544,26546,24687,24844,24827,24830,18313,18502,18481,18486,10640,10820,10801,10805,4050,4153,4142,4145,918,937,935,936,190,190,190,190,133211,69416,134597,69904,134446,69851,134478,69862,0.021,13.7,7.24,0.03,0.02,0.01,0,0.01,-0.01,-0.04,1,0,0,0,0,0,0,3,0,0,4,3,100,100,100,95,82,82,0,480,0,0,0,354,296,272,507,507,480,507,0,18,0,0,0,8,18,0,0,0,0,100,100,100,100,95,0,3,0,36
TII008,TII,8,63.643685,28.280019,Tomst,19042,15,99,100,2,8,0,683,45,12,7,4,2,0,0,0,0,0,0,0,0,0,0,116,41,34,32,31,81,92,100,100,437,446,456,457,2055,2179,2294,2312,6924,7243,7539,7585,14453,14856,15229,15287,22017,22380,22711,22763,25883,26191,26468,26512,24113,24445,24746,24793,17635,18027,18386,18442,10001,10370,10711,10764,3686,3896,4091,4121,851,890,926,931,188,189,190,190,128243,67630,131112,68663,133748,69600,134158,69747,0.065,13.08,8.83,-0.03,-0.01,-0.01,0.03,0.02,0.05,0.09,0.99,1,0,1,100,0,0,3,0,0,4,3,100,100,100,92,70,70,0,354,0,0,0,231,182,182,589,589,354,589,0,30,0,0,0,9,30,0,0,0,0,100,100,100,100,92,0,4,0,36
TII025,TII,25,63.641971,28.286712,Tomst,19039,885,1,3,55,466,1103,14,100,100,99,95,76,68,65,59,54,49,26,26,26,25,23,1012,1096,1091,1048,1010,0,1,0,2,450,453,454,456,2220,2260,2276,2298,7348,7452,7491,7549,14990,15119,15169,15241,22499,22614,22658,22722,26291,26387,26424,26478,24556,24658,24698,24756,18161,18282,18329,18399,10498,10612,10657,10723,3969,4034,4060,4098,902,915,920,927,189,190,190,190,132073,69008,132975,69326,133325,69450,133837,69633,0.041,12.31,7.45,0.06,0.12,0.17,0.24,0.25,0.18,-0.06,1,29.4008903804066,0.40089038040662,29.8017807608132,98.7973288587801,1.20267114121986,44.1893154351206,1,109.766165544548,79.1670559249551,3,0,42,0,0,86,78,78,17,450,32,18,18,10,0,0,513,513,450,513,34,22,50,100,91,17,22,0,0,0,0,83,42,0,0,86,62,0,2,36
TII022,TII,22,63.641636,28.292154,Tomst,18977,0,100,100,0,0,0,,0,0,0,0,0,0,0,0,0,2,0,0,1,3,6,9,8,8,8,8,100,100,100,100,461,460,459,459,2366,2342,2330,2331,7722,7662,7630,7633,15459,15383,15343,15348,22916,22850,22814,22819,26640,26585,26555,26559,24931,24871,24839,24843,18607,18535,18496,18501,10921,10852,10815,10819,4211,4171,4150,4153,948,941,937,937,191,191,190,191,135372,70177,134843,69991,134559,69891,134594,69903,0.009,16.35,8.01,0.01,0.02,0.01,-0.01,-0.01,-0.11,-0.45,0.99,0,0,0,0,0,0,3,0,0,3,5,100,100,100,78,55,55,0,354,0,0,0,279,92,92,496,496,354,496,0,45,0,0,0,24,45,0,0,0,0,100,100,100,100,78,0,3,0,36
TII044,TII,44,63.6371,28.301167,Tomst,19240,1037,10,15,52,520,1360,33,100,99,89,82,73,67,67,65,64,59,51,50,47,43,37,1454,1264,1060,1043,1046,2,9,3,16,470,468,466,463,2485,2457,2424,2387,8021,7951,7870,7775,15816,15734,15637,15521,23204,23142,23062,22965,26857,26813,26752,26675,25173,25123,25056,24971,18926,18856,18768,18662,11243,11171,11082,10977,4402,4358,4305,4245,983,975,965,954,192,191,191,191,137771,70956,137239,70792,136579,70576,135786,70308,0.07,12.11,9.21,-0.02,-0.08,-0.15,-0.05,0.04,0.33,0.33,1,27.8942155623761,7.27523096164104,35.1694465240171,82.7444263671733,17.2555736328267,45.4307162720249,1,116.172514395936,88.5313352769927,3,0,36,0,14,77,109,109,12,312,11,10,10,0,0,0,745,745,312,745,18,0,62,90,72,35,0,0,0,0,0,88,36,0,14,77,61,0,2,36
TII006,TII,6,63.645279,28.331776,Tomst,19133,1349,0,0,55,619,1570,25,100,100,100,98,91,82,79,74,69,62,41,40,39,40,39,1503,1535,1453,1417,1389,0,0,0,0,460,460,460,459,2345,2344,2346,2339,7669,7666,7672,7654,15394,15389,15396,15374,22859,22855,22861,22841,26594,26590,26594,26578,24882,24877,24882,24864,18547,18542,18547,18526,10863,10858,10864,10843,4178,4175,4178,4166,942,941,942,940,191,191,191,191,134922,70023,134888,70010,134934,70024,134775,69968,0.009,20.04,9.3,-0.01,0,0.02,0.05,0.06,-0.08,-0.33,1,25.5734178350711,5.82936713402845,31.4027849690996,81.2559492989573,18.7440507010427,38.2559492989573,1,106.900758721516,89.0853164329858,3,0,56,0,1,70,10,10,5,47,85,28,28,39,0,0,459,614,47,46,27,90,65,100,100,56,90,8,0,0,2,95,49,0,1,68,65,0,2,24
TII026,TII,26,63.645238,28.336126,Tomst,19173,1501,0,0,67,831,1954,10,100,100,100,90,92,89,87,82,75,68,46,46,44,41,39,1719,1770,1817,1683,1538,0,1,0,1,456,462,461,461,2297,2369,2357,2356,7547,7729,7700,7697,15240,15468,15430,15427,22724,22924,22890,22887,26480,26646,26618,26615,24756,24939,24907,24904,18395,18617,18578,18576,10716,10931,10894,10892,4094,4216,4196,4194,926,949,945,945,190,191,191,191,133821,69630,135440,70202,135167,70103,135144,70095,0.016,18.91,8.1,0.01,-0.01,0,-0.05,-0.1,-0.28,-0.63,0.99,30.0343823834015,3.31715719835102,33.3515395817525,90.3527789925227,9.64722100747728,50.6702159627617,1,165.555169650115,140.501036141121,3,0,81,0,53,78,4,4,2,13,70,38,18,0,0,0,583,819,13,14,15,96,72,100,87,49,96,11,0,25,3,98,71,0,28,75,77,0,2,24
TII011,TII,11,63.642465,28.334666,Tomst,19139,50,88,100,3,10,102,551,55,26,10,5,12,5,7,12,17,23,16,17,18,20,20,154,99,47,35,29,68,87,100,100,459,460,459,459,2338,2350,2341,2340,7650,7682,7659,7657,15369,15409,15380,15378,22838,22873,22847,22845,26577,26605,26583,26581,24863,24893,24869,24867,18523,18560,18531,18529,10841,10875,10848,10846,4165,4185,4169,4168,940,943,940,940,191,191,191,191,134752,69963,135024,70057,134817,69983,134801,69977,0.008,17.68,7.57,0.03,0.04,0.03,0,-0.01,0.13,0.03,1,0,0,0,0,0,0,3,0,0,4,5,87,100,100,75,39,39,0,180,0,0,0,53,47,46,361,692,180,257,0,61,19,0,0,48,61,0,0,0,1,100,87,100,100,73,0,4,0,36
TII038,TII,38,63.641967,28.341179,Tomst,19306,0,100,100,0,0,0,,0,0,0,5,15,6,9,14,19,24,14,15,16,17,19,16,8,10,12,16,100,100,100,100,456,456,457,457,2302,2301,2314,2315,7560,7557,7590,7592,15257,15253,15295,15297,22738,22736,22773,22774,26493,26491,26522,26523,24770,24769,24802,24803,18409,18409,18449,18451,10731,10730,10769,10771,4101,4101,4123,4125,928,928,932,932,190,190,190,190,133936,69672,133922,69669,134216,69773,134230,69777,0.017,15.46,10.8,-0.03,-0.03,-0.05,-0.07,-0.07,-0.02,0.07,1,0,0,0,0,0,0,3,0,0,5,5,90,100,100,81,76,76,0,351,0,0,0,85,30,30,667,1006,351,426,0,24,21,0,0,36,24,0,0,0,1,100,90,100,100,80,0,3,0,36
TII040,TII,40,63.636822,28.345877,Tomst,19438,414,41,69,25,131,697,186,98,82,77,72,67,51,50,49,47,48,39,39,39,40,42,666,458,502,553,554,23,21,48,48,474,472,468,467,2529,2503,2461,2450,8137,8069,7961,7934,15966,15878,15748,15714,23346,23264,23156,23126,26983,26910,26826,26801,25308,25230,25137,25110,19080,18990,18871,18838,11385,11302,11183,11153,4481,4434,4365,4347,998,989,977,973,192,192,192,191,138878,71370,138233,71130,137345,70834,137105,70749,0.058,8.22,10.12,0.05,0.03,-0.02,-0.33,-0.84,-1.06,-0.37,1,16.1605601796402,1.19641456178547,17.3569747414256,93,7,67.9282912357094,2,73.177702830699,34.892436853564,5,4,59,100,84,78,231,231,0,739,5,5,5,57,0,0,1043,1201,739,842,0,0,49,57,59,34,0,0,0,0,0,100,59,100,84,78,0,4,0,36
TII028,TII,28,63.625855,28.345735,Tomst,19351,44,74,89,12,63,406,239,7,56,65,59,50,18,19,20,24,34,14,16,19,22,27,55,291,322,330,309,39,35,76,80,520,503,472,463,3172,2933,2517,2388,9742,9145,8102,7776,17869,17161,15910,15518,24858,24293,23273,22953,28073,27678,26902,26658,26601,26117,25235,24958,20863,20202,19026,18658,13222,12541,11352,10980,5574,5169,4467,4248,1198,1124,995,954,196,195,192,191,151889,75538,147060,73997,138443,71164,135745,70274,0.198,10.9,7.08,-0.22,-0.25,-0.17,-0.01,-0.1,-0.69,-1.16,0.98,11,0,11,100,0,50,2,57,22,5,4,65,86,67,54,40,40,0,87,51,0,0,42,5,5,835,835,87,704,0,60,41,38,33,65,60,0,0,0,0,100,65,86,67,54,0,4,0,24
TII009,TII,9,63.625708,28.350417,Tomst,19494,0,100,100,0,0,0,,0,0,0,0,0,0,0,0,5,11,8,8,9,9,11,5,6,6,6,6,100,100,100,100,459,458,458,458,2330,2317,2317,2316,7632,7598,7598,7596,15348,15305,15304,15302,22821,22783,22782,22780,26562,26531,26530,26529,24846,24811,24810,24809,18501,18459,18458,18456,10818,10777,10776,10775,4151,4128,4128,4127,937,933,933,932,191,190,190,190,134595,69909,134289,69801,134285,69799,134270,69794,0.006,15.76,16.52,-0.01,0,0,0.04,0.09,-0.05,-1.47,0.99,0,0,0,0,0,0,3,0,0,3,3,98,100,100,63,30,30,0,81,0,0,0,80,80,80,1071,1071,81,938,0,70,8,0,0,60,70,0,0,0,0,100,98,100,100,63,0,4,0,36
PIS101,PIS,101,63.201063,28.303533,Tomst,11936,1991,1,1,59,927,2125,11,100,98,92,95,96,94,94,94,93,90,73,72,68,62,54,2171,1943,1857,1847,1855,7,10,7,11,511,514,525,527,2418,2452,2571,2595,7708,7789,8075,8132,15363,15448,15807,15880,22767,22824,23133,23199,26459,26490,26745,26802,24757,24795,25081,25146,18480,18548,18905,18984,10860,10940,11287,11361,4237,4287,4494,4537,1003,1014,1055,1063,232,232,234,234,134796,69696,135334,69833,137911,70731,138460,70932,0.036,8.32,8.38,-0.03,0.06,0.22,0.78,2.09,3.84,0.13,1.02,2.95721288205806,2.04604496536556,5.00325784742362,58.6889876641843,41.3110123358157,1.6123959071702,1,1.85015198326758,10.7861736898801,3,0,0,0,0,9,136,136,136,92,255,115,80,0,0,0,265,265,92,265,196,0,99,95,99,70,0,0,0,0,6,0,0,0,0,3,82,0,2,25
PIS102,PIS,102,63.204314,28.305601,Tomst,12946,129,89,100,1,22,125,266,0,13,8,13,33,19,22,27,33,41,28,29,33,37,41,57,88,85,88,109,96,91,100,100,529,536,537,527,2618,2687,2699,2624,8197,8363,8388,8181,15968,16163,16167,15828,23289,23452,23436,23002,26893,27018,26975,26500,25215,25359,25335,24872,19053,19237,19234,18829,11427,11609,11622,11330,4571,4680,4694,4551,1069,1092,1096,1069,234,235,235,232,139063,71161,140433,71614,140418,71544,137545,70202,0.042,7.38,10.69,-0.09,-0.07,0.13,0.93,0.64,-1.75,-4.89,0.98,11,15,26,42,58,30,1,60,40,3,0,17,0,0,11,198,198,181,38,193,0,0,40,16,16,500,637,38,500,36,0,56,0,5,81,0,0,0,0,0,0,17,0,0,11,0,0,0,25
PIS103,PIS,103,63.204308,28.308527,Tomst,13752,104,89,98,2,14,45,475,36,4,2,18,40,38,40,44,50,60,54,55,56,56,55,203,47,33,71,138,95,98,100,99,558,562,559,548,2929,2970,2946,2835,8949,9046,8981,8714,16863,16976,16881,16556,24030,24118,24014,23734,27457,27527,27425,27198,25870,25948,25845,25596,19897,20004,19907,19598,12268,12380,12301,11998,5076,5144,5104,4924,1174,1188,1179,1142,239,239,238,237,145309,73224,146103,73479,145382,73177,143080,72392,0.116,5.54,8.22,-0.03,-0.07,-0.11,-0.26,-1.15,-0.75,-0.6,1,13.7552585840719,1.44022578171086,15.1954843657827,75.7496140413003,24.2503859586997,26.1518718584089,1,72.1729061946965,58.1082593510351,4,0,12,0,19,11,68,68,40,22,161,0,0,20,20,20,522,674,22,522,16,32,62,0,12,85,32,0,0,0,0,60,12,0,19,11,0,0,0,25
PIS104,PIS,104,63.207156,28.310933,Tomst,15024,102,87,91,3,50,407,303,0,15,19,41,62,48,51,54,57,59,47,48,50,52,55,18,305,329,373,442,95,80,96,82,552,534,507,528,2947,2734,2413,2636,8941,8428,7680,8227,16543,16015,15246,15939,23266,22949,22530,23174,26402,26284,26139,26710,24917,24712,24472,25072,19323,18888,18300,18986,12052,11533,10782,11423,5063,4690,4210,4585,1172,1102,997,1073,232,231,229,233,141411,70643,138099,69883,133506,68911,138586,70767,0.395,2.84,6.22,0.01,0.32,0.31,-0.99,-2.61,-2.83,1.42,1.02,4.80081847879111,4.44065478303289,9.241473261824,51.0804910872747,48.9195089127253,8.482946523648,1,17.5675300048782,18.6862204388124,3,0,13,0,14,15,174,174,60,88,86,0,0,15,7,7,294,1014,88,294,16,0,69,10,33,83,0,0,0,0,2,40,13,0,14,13,0,0,0,25
PIS105,PIS,105,63.206288,28.308656,Tomst,14082,51,96,100,1,8,22,635,39,5,1,0,8,9,12,19,27,34,31,32,33,34,36,150,29,23,24,23,91,99,100,100,506,494,491,498,2486,2438,2306,2343,7880,7794,7431,7516,15555,15481,14994,15084,22907,22863,22378,22451,26552,26530,26085,26139,24864,24838,24372,24433,18640,18590,18089,18172,11035,10964,10521,10614,4332,4287,4039,4101,1007,991,956,971,227,227,227,228,135992,70055,135497,69957,131890,68547,132550,68745,0.089,11.07,10.25,-0.07,-0.39,-0.82,-1.68,-3.75,-3.77,-2.9,0.95,4,9,13,31,69,12,1,19,25,3,0,18,33,30,13,199,199,0,86,0,0,0,57,41,41,320,885,86,320,5,0,35,0,0,81,0,0,0,0,1,100,18,33,30,12,0,0,0,25
PIS106,PIS,106,63.20757,28.308477,Tomst,14574,67,95,100,1,13,80,675,21,5,2,2,16,13,17,27,37,47,41,42,44,47,51,138,56,40,50,70,97,98,97,98,486,484,499,503,2179,2155,2303,2355,7121,7059,7426,7547,14625,14526,14993,15129,22098,21985,22411,22515,25893,25770,26127,26198,24122,24006,24402,24491,17746,17636,18095,18223,10175,10086,10517,10651,3838,3793,4040,4123,921,913,963,980,228,227,229,230,129430,67761,128642,67412,132007,68624,132947,68913,0.083,7.6,10.96,0,-0.06,-0.07,0.22,-0.15,-0.69,-1.01,1,5,6,11,45,55,3,1,1,0,3,0,4,0,0,14,229,229,87,175,0,0,0,38,35,21,194,1021,175,194,72,0,50,0,2,75,0,0,0,0,2,13,4,0,0,12,0,0,0,25
PIS107,PIS,107,63.206936,28.306584,Tomst,14335,1386,57,61,14,224,1613,227,90,43,22,28,50,46,47,48,49,47,33,32,32,32,34,1740,792,390,357,362,61,78,61,78,534,538,538,531,2667,2709,2724,2648,8305,8405,8440,8256,16049,16192,16207,15995,23314,23445,23414,23254,26850,26977,26924,26811,25209,25338,25297,25168,19102,19242,19244,19059,11505,11633,11668,11470,4631,4704,4732,4608,1084,1099,1104,1079,235,236,235,234,139485,71162,140516,71558,140529,71465,139112,71037,0.13,5.41,8.12,-0.13,0.13,0.6,1.57,3.35,3.1,0.24,1.03,3,1,4,75,25,2,1,0,6,3,0,7,0,0,13,283,283,152,74,42,5,5,34,0,0,216,931,74,216,51,0,55,38,34,75,0,0,0,0,1,0,7,0,0,12,0,0,0,25
PIS108,PIS,108,63.207654,28.303323,Tomst,13998,148,79,100,4,35,186,277,36,19,25,34,45,12,13,17,23,31,17,19,22,26,28,125,128,125,137,150,70,76,100,100,540,538,546,534,2760,2721,2805,2667,8521,8434,8641,8312,16291,16223,16483,16094,23440,23445,23687,23374,26936,26982,27184,26945,25355,25369,25579,25306,19379,19319,19557,19189,11814,11719,11944,11568,4831,4759,4887,4659,1119,1107,1134,1088,235,235,237,235,141223,71671,140850,71670,142683,72320,139969,71440,0.177,4.88,7.76,0.03,0.16,0.25,0.1,0.41,0.32,-2.9,1,12.5616914722178,4.58691162820715,17.148603100425,68.3953689892964,31.6046310107036,29.3878682158036,1,67.4280899187785,41.040221702975,4,1,18,67,52,13,155,155,0,70,81,0,0,20,10,10,173,1000,70,173,0,0,59,10,29,65,0,0,0,0,1,100,18,67,52,13,0,4,0,25
PIS109,PIS,109,63.208596,28.302318,Tomst,14772,59,97,100,1,11,46,506,38,5,5,12,21,3,3,5,8,13,10,10,10,10,11,97,31,39,50,61,95,96,100,100,543,557,548,533,2767,2917,2810,2661,8543,8913,8658,8291,16377,16816,16515,16052,23600,23977,23735,23311,27113,27423,27240,26877,25512,25839,25628,25241,19471,19878,19589,19139,11855,12256,11960,11536,4833,5073,4892,4645,1122,1173,1136,1085,236,239,237,235,141971,72095,145061,73140,142946,72457,139607,71257,0.115,4.95,8.7,-0.07,0.03,0.18,1.02,3.02,4.66,3.34,1.06,5,6,11,45,55,8,1,12,17,3,0,9,0,0,14,314,314,131,127,32,0,0,75,16,16,152,1062,127,152,51,0,37,0,12,60,0,0,0,0,1,0,9,0,0,13,0,0,0,25
PIS110,PIS,110,63.210272,28.300981,Tomst,15684,58,98,100,0,19,68,165,0,1,2,4,2,2,2,1,1,3,2,2,2,2,5,41,40,42,49,70,98,98,100,100,590,587,555,548,3274,3241,2913,2833,9764,9678,8894,8705,17774,17681,16758,16543,24744,24641,23880,23718,27988,27893,27292,27183,26484,26377,25712,25582,20758,20649,19776,19586,13175,13071,12194,11991,5636,5580,5048,4920,1289,1278,1168,1141,242,242,237,237,151717,75231,150916,74918,144426,72780,142987,72351,0.195,6.49,9.22,-0.23,-0.64,-0.95,-1.08,-1.25,2.29,9.67,1.04,4,3.36244981787328,7.36244981787328,57.8034637293553,42.1965362706447,5.65938754553168,1,14.3406124544683,0.340612454468321,3,0,4,0,0,15,493,493,108,235,0,0,0,127,85,85,239,1100,235,239,72,0,2,0,2,59,0,0,0,0,1,0,4,0,0,14,0,4,0,29
PIS111,PIS,111,63.21313,28.302282,Tomst,15868,206,73,92,9,47,321,303,61,27,12,8,14,12,14,19,27,35,33,34,36,37,36,311,164,94,75,84,75,85,89,93,448,454,465,485,1380,1426,1852,2182,4086,4467,6192,7099,9932,10812,13345,14546,17101,18152,20735,21928,21181,22198,24576,25673,19322,20370,22834,23965,12938,13911,16467,17670,6343,6962,9131,10181,2140,2310,3297,3864,758,768,824,924,215,218,223,226,95843,53440,102048,56479,119940,63878,128743,67307,0.427,3.09,6.6,0.05,0,-0.15,-0.2,-0.63,2.63,7.46,1.05,4,25.4289493377933,29.4289493377933,13.5710506622067,86.4289493377933,13,1,35.9973546354468,10.576341391313,3,0,4,19,21,16,467,467,67,193,5,5,5,53,30,0,407,789,193,407,7,0,34,10,3,59,0,0,0,0,1,33,4,19,21,15,0,4,0,24
PIS112,PIS,112,63.212564,28.305469,Tomst,14317,107,95,99,1,8,38,297,43,8,1,16,40,38,40,43,47,49,46,47,47,49,50,227,57,31,49,132,97,97,100,100,463,448,466,492,2168,1790,2034,2304,6938,5934,6626,7379,13993,12662,13822,14844,20767,19525,21053,22073,24218,23134,24768,25722,22701,21560,23107,24071,16891,15565,16874,17903,9943,8753,9601,10496,3857,3206,3608,4075,912,794,863,960,214,213,220,225,123064,63809,113583,60259,123040,64748,130544,67696,0.424,4.74,7.25,0.99,1.43,1.45,-0.74,-2.05,-4.96,-12.53,0.99,4,21,25,16,84,12,1,31,16,1,0,37,24,34,13,175,175,99,63,0,0,0,20,20,20,306,776,63,306,7,0,53,0,10,70,0,0,0,0,1,1,37,24,34,13,0,4,0,29
PIS113,PIS,113,63.195563,28.325969,Tomst,14219,52,96,100,1,7,31,749,43,5,1,0,6,7,9,12,16,21,20,20,22,25,29,151,40,24,24,23,96,99,100,100,496,492,510,526,2265,2220,2410,2574,7332,7222,7687,8088,14894,14753,15336,15828,22351,22223,22744,23168,26111,26000,26442,26788,24377,24259,24737,25117,18024,17887,18455,18926,10425,10297,10837,11297,3983,3908,4223,4496,951,936,1000,1056,230,229,232,234,131440,68513,130426,68146,134614,69635,138099,70832,0.067,8.28,7.67,0.2,0.31,0.44,0.74,1.61,3.08,8.27,1.1,4,26,30,13,87,8,1,9,4,3,0,4,0,0,15,150,150,59,128,0,0,0,47,43,43,976,976,128,925,80,0,21,0,0,75,0,0,0,0,0,41,4,0,0,15,0,4,0,25
PIS114,PIS,114,63.195267,28.329021,Tomst,14330,20,97,98,0,2,23,181,0,6,11,3,3,3,4,10,17,31,28,30,33,37,41,19,53,153,100,72,97,88,98,89,515,515,516,517,2457,2462,2471,2485,7806,7818,7837,7872,15493,15507,15524,15565,22895,22907,22914,22945,26580,26588,26586,26609,24883,24893,24892,24920,18617,18630,18637,18679,10982,10997,11009,11054,4306,4314,4324,4351,1017,1018,1021,1026,233,233,233,233,135782,70080,135882,70111,135964,70115,136255,70208,0.013,9.4,8.19,-0.02,-0.09,-0.11,0.01,0.89,2.86,8.96,1.08,6,2.83537065966126,8.83537065966126,69.430862268925,30.569137731075,5.83537065966126,1,9.22765509243002,20.4430862268925,3,0,8,0,0,13,23,23,23,37,0,0,0,40,7,5,1069,1105,37,1029,38,77,50,19,4,78,77,0,0,0,0,77,8,0,0,13,0,4,0,25
PIS115,PIS,115,63.194064,28.325939,Tomst,13365,1244,18,24,42,686,2003,58,5,5,1,0,2,3,5,8,13,19,11,11,12,13,16,19,25,18,18,18,99,99,100,100,542,545,537,535,2750,2779,2696,2673,8517,8587,8386,8328,16358,16437,16194,16122,23625,23686,23485,23421,27167,27208,27050,26995,25538,25582,25404,25345,19445,19512,19280,19208,11802,11874,11641,11573,4792,4837,4698,4658,1116,1125,1097,1089,237,237,236,236,141889,72149,142411,72302,140706,71734,140183,71548,0.065,8.57,10.67,-0.13,-0.14,-0.09,0.1,0.46,1.04,2.84,1.03,4,21,25,16,84,7,1,9,3,3,0,3,0,2,11,261,261,25,126,30,7,7,0,0,0,901,901,126,823,25,0,61,90,94,78,0,0,0,0,0,75,3,0,2,11,0,4,0,25
PIS116,PIS,116,63.19809,28.328788,Tomst,13746,175,90,95,4,40,176,475,45,22,5,4,5,3,3,3,7,19,16,18,22,26,31,403,146,53,58,53,86,93,90,98,503,502,499,499,2430,2365,2316,2311,7749,7581,7462,7445,15407,15195,15053,15027,22793,22601,22484,22454,26470,26304,26213,26184,24774,24597,24497,24468,18516,18311,18179,18152,10903,10711,10578,10558,4261,4152,4073,4063,1007,985,968,966,229,229,229,229,135042,69759,133533,69212,132550,68889,132356,68804,0.058,11.27,10.79,-0.18,-0.29,-0.45,-0.68,-1.32,-1.57,-0.46,0.96,1.06402606122372,0.0960390918355805,1.1600651530593,98.399348469407,1.60065153059301,0.0640260612237203,1,0.0640260612237203,0.416169397954182,5,4,32,100,76,20,0,0,0,0,0,0,0,72,50,50,838,1198,0,838,0,100,13,0,1,79,100,0,0,0,0,100,32,100,76,20,0,4,0,24
PIS117,PIS,117,63.195565,28.333081,Tomst,13890,33,97,100,1,4,23,582,0,0,0,1,15,16,20,28,38,49,42,44,46,47,48,8,12,18,18,23,100,100,100,100,519,518,518,521,2500,2490,2495,2528,7912,7885,7898,7976,15622,15587,15602,15693,23005,22971,22982,23054,26667,26635,26644,26697,24984,24949,24958,25018,18745,18706,18720,18801,11107,11072,11087,11171,4381,4361,4370,4421,1032,1028,1030,1040,233,233,233,233,136708,70397,136434,70290,136536,70322,137154,70515,0.014,15.57,15.82,-0.11,-0.23,-0.39,-0.61,-1.1,-0.98,2.5,0.99,2,2,4,50,50,19,1,24,2,3,4,15,90,46,10,125,125,0,192,0,0,0,40,38,25,939,1297,192,939,0,0,54,0,1,80,0,0,0,0,0,100,15,90,46,10,0,4,0,24
PIS118,PIS,118,63.207256,28.300262,Tomst,14125,87,81,100,5,28,173,294,0,8,14,19,19,1,2,5,10,19,8,10,12,14,17,36,70,88,96,109,85,84,100,100,521,535,536,536,2534,2677,2699,2693,7973,8324,8369,8368,15636,16091,16116,16137,22925,23345,23328,23386,26520,26894,26845,26922,24850,25251,25214,25285,18683,19146,19150,19190,11112,11540,11577,11590,4405,4653,4677,4678,1038,1088,1096,1094,233,235,235,235,136430,70053,139778,71290,139843,71209,140114,71397,0.143,4.9,7.04,0.33,0.88,1.26,1.54,3.1,4.09,2.83,1.07,15.0372528012945,5.00229858348214,20.0395513847767,75.028058467366,24.971941532634,35.2001873333247,1,65.92043237548,46.0433382159555,4,0,17,0,0,14,188,188,156,88,0,0,0,66,27,16,313,883,88,313,64,0,35,5,15,65,0,0,0,0,1,0,17,0,0,14,0,4,0,25
