id_code,area,year,month,T1_absmax,T2_absmax,T3_absmax,T4_absmax,T1_mean,T1_absmin,T1_meanmax,T1_meanmin,T2_mean,T2_absmin,T2_meanmax,T2_meanmin,T3_mean,T3_absmin,T3_meanmax,T3_meanmin,T4_mean,T4_absmin,T4_meanmax,T4_meanmin,pisr,moist_med,hydro_year,snow_days,altitude,canopy_cover2m_10m,tpi100,water_prop_500m,wetland_prop_100m
VAR028,VAR,2020,4,0.12,0.01,-0.21,3.815,0.1,0,0.11,0.08,-0.1,-0.3,-0.09,-0.11,-0.54,-1.14,-0.51,-0.58,-2.53,-16.7,2.32,-6.97,14166,25.53,2020,227,328.28,93,-0.36,0,0
VAR028,VAR,2020,5,3,6.76,8.42,13.135,0.5,0,0.61,0.38,1,0.01,2,0.29,1.08,-0.46,2.49,0.01,3.81,-8.5,8.35,-1.08,22250,25.78,2020,227,328.28,93,-0.36,0,0
VAR028,VAR,2020,6,8.81,19.39,23.04,23.5,7.15,2.88,7.86,6.38,11.75,2.64,17.73,6.45,13.08,0.86,20.14,5.85,13.78,1.5,19.2,7.38,26534,26.69,2020,227,328.28,93,-0.36,0,0
VAR028,VAR,2020,7,11.75,18.39,21.29,21.85,9.69,7.25,10.21,9.14,12.5,5.45,16.61,9.13,13.31,3.73,19.36,8.43,14,4.7,18.51,9.61,24502,24.72,2020,227,328.28,93,-0.36,0,0
VAR028,VAR,2020,8,11.19,16.64,18.79,20.145,9.48,7,10.04,8.95,10.81,2.51,14.04,7.45,10.97,-0.21,15.89,6.15,11.68,0.6,16.18,7.16,17568,21.85,2020,227,328.28,93,-0.36,0,0
VAR028,VAR,2020,9,8.94,11.643,12.86,13.2,6.74,4.25,7.18,6.35,6.64,0.39,9.34,3.86,6.34,-2.46,10.45,2.03,6.95,-2.3,10.46,3.45,9449,23.81,2020,227,328.28,93,-0.36,0,0
VAR028,VAR,2020,10,6.69,7.95,8.48,8.745,3.95,1.38,4.12,3.77,2.48,-3.74,3.4,1.22,1.17,-9.08,2.87,-1.33,1.42,-8.7,3.03,-0.78,2894,25.54,2020,227,328.28,93,-0.36,0,0
VAR029,VAR,2019,11,1.01,0,-0.18,-0.294999999999999,0.65,0.45,0.66,0.62,-0.52,-2.12,-0.38,-0.68,-1.9,-5.62,-1.5,-2.3,-7.93,-21.2,-5.68,-10.59,289,56.63,2020,230,303.22,76,-8.89,0,13
VAR029,VAR,2019,12,0.51,0,-0.43,-0.655000000000001,0.51,0.51,0.51,0.51,-0.04,-0.25,-0.02,-0.05,-0.7,-1.5,-0.62,-0.77,-5.85,-20.2,-3.48,-8.28,0,56.53,2020,230,303.22,76,-8.89,0,13
VAR029,VAR,2020,1,0.51,0,-0.43,0.144999999999999,0.5,0.39,0.51,0.5,-0.01,-0.19,-0.01,-0.02,-0.67,-1.25,-0.6,-0.74,-10.11,-29,-7.11,-13.82,45,56.85,2020,230,303.22,76,-8.89,0,13
VAR029,VAR,2020,2,0.39,0,-0.43,0.2,0.38,0.32,0.39,0.37,-0.07,-0.25,-0.06,-0.09,-0.77,-1.43,-0.7,-0.83,-8.5,-24.2,-5.2,-12.74,1159,56.85,2020,230,303.22,76,-8.89,0,13
VAR029,VAR,2020,3,0.39,0,-0.43,2.3,0.34,0.32,0.36,0.33,-0.03,-0.12,-0.03,-0.03,-0.67,-1.12,-0.65,-0.71,-6.48,-24.1,-2.44,-11.42,5506,56.85,2020,230,303.22,76,-8.89,0,13
VAR029,VAR,2020,4,0.32,0,-0.25,3.205,0.3,0.26,0.3,0.3,0,-0.06,0,-0.01,-0.49,-0.87,-0.46,-0.51,-2.98,-20.1,1.33,-8.07,12794,56.85,2020,230,303.22,76,-8.89,0,13
VAR029,VAR,2020,5,1.01,1.31,2.75,10.48,0.33,0.07,0.39,0.27,0.17,-0.12,0.35,0.03,0.19,-0.62,0.96,-0.22,2.96,-12.2,8.18,-2.13,20424,57.1,2020,230,303.22,76,-8.89,0,13
VAR029,VAR,2020,6,10.89,15.12,20.573,22.605,8.22,0.95,9.11,7.44,9.79,0.75,13.4,7.12,10.7,0.75,17.72,5.28,13,1.1,18.68,6.43,24529,58.01,2020,230,303.22,76,-8.89,0,13
VAR029,VAR,2020,7,12.39,16.31,19.88,21.9,10.38,8.45,10.89,9.96,11.96,7.19,14.67,9.86,12.68,3.38,18.34,8.09,13.8,3.3,18.38,9.25,22589,56.04,2020,230,303.22,76,-8.89,0,13
VAR029,VAR,2020,8,11.01,14.38,17.63,19.9,9.54,7.07,9.97,9.19,10.34,3.12,12.91,7.9,10.53,-1.06,15.77,5.69,11.52,0.2,16.11,6.69,16007,53.16,2020,230,303.22,76,-8.89,0,13
VAR029,VAR,2020,9,8.26,10.193,12.38,13.505,6.12,3.89,6.45,5.88,6.09,0.88,8.27,3.84,5.85,-3,10.04,1.3,6.76,-2.6,10.46,2.6,8462,55.13,2020,230,303.22,76,-8.89,0,13
VAR029,VAR,2020,10,6.01,7.25,8.19,8.9,3.52,0.95,3.67,3.37,2.51,-2.88,3.24,1.52,1.28,-9.12,2.87,-1.12,1.63,-9.2,3.31,-0.53,2540,56.86,2020,230,303.22,76,-8.89,0,13
VAR030,VAR,2019,11,-0.21,-0.31,-0.5,-0.1,-0.82,-3.27,-0.61,-1.01,-2.7,-7.74,-2.05,-3.43,-4.18,-9.88,-3.31,-5.17,-8.04,-22.2,-5.72,-10.68,290,27.92,2020,233,287.45,24,-5.03,0,27
VAR030,VAR,2019,12,-0.27,-0.62,-1,-0.5,-0.36,-0.77,-0.34,-0.39,-1.22,-3.12,-1.08,-1.37,-2.1,-5.25,-1.87,-2.37,-5.7,-19.9,-3.41,-8.02,0,27.82,2020,233,287.45,24,-5.03,0,27
VAR030,VAR,2020,1,-0.27,-0.74,-1.19,0.3,-0.32,-0.64,-0.3,-0.34,-1.06,-1.74,-0.99,-1.14,-1.87,-3,-1.75,-2,-9.86,-32.1,-6.94,-13.54,46,28.15,2020,233,287.45,24,-5.03,0,27
VAR030,VAR,2020,2,-0.21,-0.49,-0.88,0.3,-0.31,-0.52,-0.29,-0.33,-0.99,-1.87,-0.93,-1.05,-1.74,-3.19,-1.64,-1.84,-8.04,-22.9,-4.83,-12.13,908,28.15,2020,233,287.45,24,-5.03,0,27
VAR030,VAR,2020,3,-0.14,-0.49,-0.81,2.145,-0.26,-0.39,-0.24,-0.27,-0.82,-1.49,-0.78,-0.85,-1.41,-2.5,-1.35,-1.47,-6.3,-23,-2.32,-11.04,4262,28.15,2020,233,287.45,24,-5.03,0,27
VAR030,VAR,2020,4,-0.14,-0.12,-0.25,4.51,-0.16,-0.27,-0.15,-0.18,-0.45,-0.87,-0.42,-0.48,-0.82,-1.56,-0.76,-0.86,-2.62,-18.7,2.34,-8.3,11394,28.15,2020,233,287.45,24,-5.03,0,27
VAR030,VAR,2020,5,-0.14,1.94,4.88,12.99,-0.14,-0.14,-0.14,-0.14,0.09,-0.93,0.44,-0.19,0.34,-3,1.11,-0.43,3.74,-13.4,9.99,-2.82,19455,28.4,2020,233,287.45,24,-5.03,0,27
VAR030,VAR,2020,6,9.23,12.82,21.62,22.82,4.98,-0.14,5.72,4.42,7.06,-0.12,9.72,5.01,11.09,0.38,19.42,3.76,13.06,0.4,19.48,5.46,23970,29.31,2020,233,287.45,24,-5.03,0,27
VAR030,VAR,2020,7,16.48,20.38,21.898,22.7,12.52,7.86,13.94,11.19,13.29,3.26,19.18,8.7,13.32,1.44,21.25,7.08,14.16,1.6,20.12,7.98,21840,27.33,2020,233,287.45,24,-5.03,0,27
VAR030,VAR,2020,8,13.61,17.51,18.7825,20.4,10.58,5.61,11.56,9.71,10.72,0.01,15.6,6.06,10.65,-1.94,17.31,4.7,11.61,-1.6,17.25,5.71,14732,24.46,2020,233,287.45,24,-5.03,0,27
VAR030,VAR,2020,9,8.98,11.51,12.62,13.615,5.98,2.73,6.82,5.21,5.43,-2.24,9.49,1.22,5.38,-3.75,10.3,0.03,6.54,-2.7,10.67,1.91,7075,26.43,2020,233,287.45,24,-5.03,0,27
VAR030,VAR,2020,10,6.98,8.32,8.5,9.045,3.01,0.04,3.27,2.75,1.76,-8.37,3.17,-0.29,0.98,-11.88,3.08,-2.23,1.56,-11.4,3.43,-1.17,1790,28.15,2020,233,287.45,24,-5.03,0,27
VAR031,VAR,2019,11,0.3,-0.31,-0.5,-1.495,-0.02,-0.2,0,-0.05,-0.88,-2.94,-0.69,-1.15,-2.65,-9,-1.91,-3.61,-7.66,-16.5,-6.19,-9.51,305,31.09,2020,232,445.5,9,5.69,0,0
VAR031,VAR,2019,12,-0.2,-0.5,-0.81,-1.9,-0.2,-0.2,-0.18,-0.2,-0.59,-1,-0.53,-0.66,-1.35,-3.12,-1.11,-1.68,-6.17,-14.8,-4.48,-7.61,0,30.99,2020,232,445.5,9,5.69,0,0
VAR031,VAR,2020,1,-0.2,-0.44,-0.68,-1.1,-0.29,-1.2,-0.27,-0.3,-0.83,-3,-0.75,-0.92,-2.04,-8,-1.74,-2.36,-8.77,-20.6,-6.59,-10.93,48,31.32,2020,232,445.5,9,5.69,0,0
VAR031,VAR,2020,2,-0.58,-0.75,-1,NA,-0.87,-1.89,-0.83,-0.91,-1.3,-3.75,-1.23,-1.37,-2.14,-8.5,-1.95,-2.31,NA,NA,NA,NA,1166,31.32,2020,232,445.5,9,5.69,0,0
VAR031,VAR,2020,3,-0.52,-0.62,-0.62,NA,-0.68,-1.08,-0.65,-0.7,-0.94,-1.75,-0.89,-0.98,-1.38,-4,-1.24,-1.52,NA,NA,NA,NA,5571,31.32,2020,232,445.5,9,5.69,0,0
VAR031,VAR,2020,4,-0.45,-0.5,-0.5,-0.1,-0.59,-0.7,-0.57,-0.61,-0.77,-1.12,-0.72,-0.82,-1.06,-2.37,-0.95,-1.22,-4.03,-13.3,-2.06,-6.33,13225,31.32,2020,232,445.5,9,5.69,0,0
VAR031,VAR,2020,5,3.05,7.015,7.88,14.38,0.03,-0.45,0.23,-0.14,0.6,-0.62,1.41,-0.17,0.88,-0.87,1.95,-0.01,3.92,-6.4,8.4,-0.2,21377,31.57,2020,232,445.5,9,5.69,0,0
VAR031,VAR,2020,6,14.8,24.81,23.823,22.51,11.14,3.73,13.06,9.36,14.44,2.75,22.41,7.17,14.22,2.44,20.83,7.39,13.94,3.9,18.37,8.46,25814,32.48,2020,232,445.5,9,5.69,0,0
VAR031,VAR,2020,7,15.92,22.88,22.75,22.1,12.59,9.3,13.92,11.36,14.04,5.5,21.84,9.3,14.07,5.19,20.99,9.3,14.2,5.9,18.09,10.42,23727,30.51,2020,232,445.5,9,5.69,0,0
VAR031,VAR,2020,8,14.23,20,20.13,19.145,11.03,6.42,12.27,9.86,11.51,1.75,18.29,7.07,11.57,1.5,18.08,7.18,11.68,2.9,15.43,8.23,16664,27.63,2020,232,445.5,9,5.69,0,0
VAR031,VAR,2020,9,9.98,13,13.5065,12.905,6.53,2.3,7.39,5.79,6.4,-1.5,11,3.22,6.62,-1.93,11.49,3.42,6.9,0,9.74,4.65,8663,29.6,2020,232,445.5,9,5.69,0,0
VAR031,VAR,2020,10,6.875,7.5,7.63,8,2.93,-0.2,3.21,2.64,1.56,-5.56,2.65,0.27,0.62,-9.62,2.41,-1.37,0.91,-7.4,2.44,-0.7,2558,31.32,2020,232,445.5,9,5.69,0,0
VAR032,VAR,2019,11,0.01,-0.56,-1.03,-1.495,-0.27,-0.43,-0.24,-0.29,-1.32,-2.62,-1.15,-1.47,-3.81,-9.6,-3.15,-4.38,-7.64,-16.1,-6.16,-9.44,312,20.1,2020,233,474.97,0,0.81,0,0
VAR032,VAR,2019,12,-0.36,-0.62,-1.16,-1.1,-0.39,-0.49,-0.38,-0.4,-0.91,-2,-0.84,-0.96,-2.07,-5.72,-1.87,-2.28,-4.4,-15.8,-2.76,-5.88,0,19.99,2020,233,474.97,0,0.81,0,0
VAR032,VAR,2020,1,-0.36,-0.75,-1.47,NA,-0.42,-0.68,-0.41,-0.44,-1.03,-1.88,-0.98,-1.07,-2.4,-4.6,-2.25,-2.53,NA,NA,NA,NA,48,20.32,2020,233,474.97,0,0.81,0,0
VAR032,VAR,2020,2,-0.55,-0.820500000000006,-1.35,NA,-0.65,-0.86,-0.63,-0.67,-1.21,-1.88,-1.16,-1.27,-2.49,-4.16,-2.35,-2.64,NA,NA,NA,NA,1249,20.32,2020,233,474.97,0,0.81,0,0
VAR032,VAR,2020,3,-0.61,-0.88,-1.6,NA,-0.75,-0.93,-0.73,-0.77,-1.26,-1.88,-1.21,-1.31,-2.41,-3.97,-2.3,-2.54,NA,NA,NA,NA,5977,20.32,2020,233,474.97,0,0.81,0,0
VAR032,VAR,2020,4,-0.49,-0.5,-0.6,NA,-0.67,-0.86,-0.66,-0.68,-0.97,-1.62,-0.93,-1,-1.67,-3.16,-1.6,-1.76,NA,NA,NA,NA,13849,20.32,2020,233,474.97,0,0.81,0,0
VAR032,VAR,2020,5,-0.24,0.19,2.605,NA,-0.36,-0.49,-0.35,-0.36,-0.21,-0.62,-0.1,-0.32,-0.02,-1.1,0.38,-0.31,NA,NA,NA,NA,22036,20.57,2020,233,474.97,0,0.81,0,0
VAR032,VAR,2020,6,14.39,25,23.593,23,9.58,-0.24,11.14,8.11,14.17,2.12,21.8,6.78,13.92,2.53,20.01,7.33,13.85,3,18.88,8.37,26428,21.48,2020,233,474.97,0,0.81,0,0
VAR032,VAR,2020,7,16.01,22.62,22.545,21.55,12.77,9.39,13.92,11.65,14.03,5.06,20.8,9.3,13.9,4.9,19.94,9.26,13.94,6.1,18.28,10.11,24352,19.51,2020,233,474.97,0,0.81,0,0
VAR032,VAR,2020,8,14.14,19.88,19.97,19.6,11.14,6.64,12.22,10.13,11.5,1.62,17.62,7.18,11.46,1.4,17.26,7.16,11.58,2.4,15.95,8.13,17295,16.63,2020,233,474.97,0,0.81,0,0
VAR032,VAR,2020,9,9.82349999999998,12.5,12.84,12.71,6.39,2.14,7.14,5.73,6.27,-1.5,10.18,3.22,6.43,-1.85,10.5,3.38,6.8,-1.2,9.89,4.43,9161,18.6,2020,233,474.97,0,0.81,0,0
VAR032,VAR,2020,10,6.76,7.38,7.53,7.9,2.78,0.01,3.04,2.52,1.48,-5.44,2.54,0.17,0.42,-10.85,1.97,-1.62,0.82,-8,2.29,-0.87,2762,20.33,2020,233,474.97,0,0.81,0,0
VAR033,VAR,2019,11,0.7,-0.25,-0.25,-0.3,0.28,-0.12,0.32,0.24,-1.11,-3.07,-0.92,-1.31,-2.28,-5.75,-1.9,-2.7,-8.01,-21.3,-5.82,-10.42,303,15.48,2020,216,296.12,73,-0.06,0,0
VAR033,VAR,2019,12,0.2,-0.32,-0.62,-0.6,0.11,-0.05,0.12,0.09,-0.56,-1.57,-0.5,-0.63,-1.19,-3.06,-1.05,-1.32,-5.7,-17.4,-3.57,-7.57,0,15.38,2020,216,296.12,73,-0.06,0,0
VAR033,VAR,2020,1,0.2,-0.32,-0.69,0.1,0.1,-0.18,0.11,0.08,-0.5,-1.13,-0.47,-0.53,-1.21,-2.44,-1.13,-1.29,-9.64,-31.1,-6.91,-12.72,45,15.71,2020,216,296.12,73,-0.06,0,0
VAR033,VAR,2020,2,-0.18,-0.38,-0.5,0.264999999999998,-0.24,-0.3,-0.23,-0.25,-0.62,-1.13,-0.59,-0.65,-1.2,-2.38,-1.13,-1.26,-7.18,-19.5,-3.3,-10.87,1505,15.71,2020,216,296.12,73,-0.06,0,0
VAR033,VAR,2020,3,-0.05,-0.19,-0.25,3.345,-0.17,-0.24,-0.17,-0.19,-0.38,-0.69,-0.36,-0.41,-0.67,-1.38,-0.64,-0.73,-5.01,-20.1,1.18,-9.65,7207,15.71,2020,216,296.12,73,-0.06,0,0
VAR033,VAR,2020,4,-0.05,-0.07,-0.25,5.51,-0.05,-0.12,-0.04,-0.05,-0.14,-0.19,-0.12,-0.15,-0.27,-0.5,-0.26,-0.28,-1.71,-15.2,4.17,-6.64,15293,15.71,2020,216,296.12,73,-0.06,0,0
VAR033,VAR,2020,5,7.025,11.81,14.895,15.07,1.69,-0.18,2.14,1.29,2.44,-0.82,5.25,0.79,2.77,-3.5,7.1,-0.01,4.5,-10.6,10.67,-1.52,22791,15.95,2020,216,296.12,73,-0.06,0,0
VAR033,VAR,2020,6,12.32,21.18,25.6265,24.525,10.2,5.45,11.24,9.22,12.8,4.68,21.24,7.59,14.05,0.5,25.79,5.49,14.28,1.4,20.75,7.04,26562,16.86,2020,216,296.12,73,-0.06,0,0
VAR033,VAR,2020,7,14.7,20.43,23.395,22.9,12.17,9.57,12.95,11.43,13.63,6.43,19.9,10.13,14.07,2.88,22.62,8.25,14.49,4,19.61,9.47,24783,14.89,2020,216,296.12,73,-0.06,0,0
VAR033,VAR,2020,8,13.76,18.18,20.5,20.7,11.74,8.57,12.5,11.03,12.18,4.06,17.69,8.78,11.86,-0.06,19.87,6.29,12.2,0.3,17.52,7.33,18547,12.02,2020,216,296.12,73,-0.06,0,0
VAR033,VAR,2020,9,10.95,13.5,14.5,14.5,8.05,4.82,8.69,7.51,7.65,1.5,12.09,4.83,6.96,-1.81,13.44,2.2,7.42,-1.5,11.74,3.36,10646,13.98,2020,216,296.12,73,-0.06,0,0
VAR033,VAR,2020,10,7.57,8.06,8.56,9.045,4.16,0.82,4.38,3.96,2.95,-3.13,3.94,1.88,1.48,-9.56,3.69,-0.98,1.68,-10.1,3.47,-0.63,3464,15.71,2020,216,296.12,73,-0.06,0,0
VAR035,VAR,2019,11,0.91,-0.12,-0.17,-0.694999999999999,0.25,-0.09,0.28,0.21,-1.26,-3.25,-1.06,-1.47,-2.68,-6.11,-2.26,-3.11,-8.02,-21.1,-5.94,-10.61,273,18,2020,235,344.82,88,-7.14,1,1
VAR035,VAR,2019,12,-0.09,-0.44,-0.86,-1,-0.11,-0.22,-0.1,-0.13,-0.78,-1.88,-0.7,-0.87,-1.57,-3.73,-1.41,-1.73,-5.86,-15.8,-3.81,-7.64,0,17.9,2020,235,344.82,88,-7.14,1,1
VAR035,VAR,2020,1,-0.09,-0.38,-0.86,-0.3,-0.16,-0.46,-0.15,-0.17,-0.7,-2.31,-0.64,-0.74,-1.5,-4.23,-1.39,-1.6,-9.75,-29.1,-7.24,-12.84,43,18.23,2020,235,344.82,88,-7.14,1,1
VAR035,VAR,2020,2,-0.53,-0.62,-1.11,0,-0.64,-0.84,-0.62,-0.66,-1.16,-2.38,-1.12,-1.21,-2.11,-4.48,-2.02,-2.2,-7.87,-18.7,-5.34,-11.16,891,18.23,2020,235,344.82,88,-7.14,1,1
VAR035,VAR,2020,3,-0.53,-0.5,-0.86,0.0449999999999989,-0.62,-0.78,-0.6,-0.63,-0.75,-1.38,-0.71,-0.79,-1.37,-2.48,-1.31,-1.42,-6.47,-20.7,-3.75,-9.55,4004,18.23,2020,235,344.82,88,-7.14,1,1
VAR035,VAR,2020,4,-0.46,-0.12,-0.23,0.3,-0.53,-0.59,-0.52,-0.54,-0.39,-0.62,-0.37,-0.41,-0.75,-1.23,-0.72,-0.79,-3.36,-13.9,-1.29,-6.28,10670,18.23,2020,235,344.82,88,-7.14,1,1
VAR035,VAR,2020,5,-0.34,-0.06,-0.11,13.89,-0.44,-0.46,-0.43,-0.44,-0.11,-0.19,-0.08,-0.12,-0.12,-0.42,-0.08,-0.14,3.63,-7.8,8.62,-2.15,18331,18.48,2020,235,344.82,88,-7.14,1,1
VAR035,VAR,2020,6,8.66,18.62,21.96,22.205,5.95,-0.28,6.52,5.17,11.04,-0.06,16.41,5.09,12.85,0.02,19.08,5.11,13.47,1.1,17.94,6.62,22614,19.39,2020,235,344.82,88,-7.14,1,1
VAR035,VAR,2020,7,12.04,18.31,21.21,21.3,9.88,7.41,10.35,9.29,12.66,4.62,16.19,8.64,13.47,2.71,18.82,7.96,13.9,3.7,17.57,9.23,20617,17.41,2020,235,344.82,88,-7.14,1,1
VAR035,VAR,2020,8,11.66,16.5,18.52,19.2,9.87,6.97,10.38,9.33,10.8,1.69,13.89,7.01,10.92,-0.67,15.36,5.73,11.43,0.3,15.13,6.99,13921,14.54,2020,235,344.82,88,-7.14,1,1
VAR035,VAR,2020,9,8.91,11.25,12.46,12.9,6.51,4.04,6.92,6.14,6.26,-0.12,8.98,3.22,6.11,-2.98,9.75,1.73,6.76,-1.6,9.81,3.18,6607,16.5,2020,235,344.82,88,-7.14,1,1
VAR035,VAR,2020,10,6.6,8,8.27,8.6,3.71,0.91,3.88,3.54,2.32,-4.75,3.24,1.18,1.19,-10.11,2.87,-1.04,1.31,-10.8,2.91,-0.78,1802,18.23,2020,235,344.82,88,-7.14,1,1
VAR036,VAR,2019,11,1.98,0.25,-0.48,-1.395,1.51,1.23,1.52,1.49,-0.2,-0.88,-0.13,-0.26,-1.64,-3.3,-1.47,-1.82,-7.7,-19,-5.97,-9.83,324,30.4,2020,235,441.33,55,-1,0,0
VAR036,VAR,2019,12,1.16,0.06,-0.61,-1.455,1.06,0.98,1.07,1.05,-0.06,-0.38,-0.03,-0.08,-1,-1.98,-0.91,-1.07,-6.2,-16.1,-4.21,-7.85,0,30.3,2020,235,441.33,55,-1,0,0
VAR036,VAR,2020,1,0.98,0,-0.73,-0.855000000000001,0.85,0.6,0.86,0.83,-0.13,-0.75,-0.11,-0.16,-1.06,-2.48,-1,-1.12,-9.26,-21.1,-7.19,-11.8,48,30.63,2020,235,441.33,55,-1,0,0
VAR036,VAR,2020,2,0.6,-0.38,-0.86,-0.7,0.37,0.23,0.38,0.35,-0.55,-0.88,-0.54,-0.56,-1.47,-2.86,-1.42,-1.52,-7.73,-17.9,-5.43,-10.4,1428,30.63,2020,235,441.33,55,-1,0,0
VAR036,VAR,2020,3,0.35,-0.25,-0.67,0,0.35,0.35,0.35,0.35,-0.37,-0.5,-0.35,-0.39,-0.96,-1.42,-0.93,-0.99,-6.23,-16.1,-3.69,-9.1,6812,30.63,2020,235,441.33,55,-1,0,0
VAR036,VAR,2020,4,0.35,-0.12,-0.36,1,0.35,0.35,0.35,0.35,-0.27,-0.38,-0.25,-0.28,-0.72,-0.98,-0.7,-0.73,-3.19,-12.9,-0.01,-6.58,14998,30.63,2020,235,441.33,55,-1,0,0
VAR036,VAR,2020,5,0.41,-0.06,-0.17,16.245,0.29,-0.15,0.33,0.28,-0.11,-0.19,-0.09,-0.12,-0.25,-0.48,-0.21,-0.27,4.51,-9.2,10.52,-1.3,22994,30.88,2020,235,441.33,55,-1,0,0
VAR036,VAR,2020,6,10.23,28.12,26.89,24.505,7.18,-0.15,8.32,6.24,12.47,-1.12,24.24,4.02,13.33,-2.98,23.21,3.86,14.05,1.2,20.07,7.33,27133,31.79,2020,235,441.33,55,-1,0,0
VAR036,VAR,2020,7,12.79,22.44,24.595,22.1,10.6,7.98,11.33,9.96,13.36,1.94,22.03,7.94,13.92,-0.48,23.69,7.27,13.99,3.9,18.88,9.67,25171,29.82,2020,235,441.33,55,-1,0,0
VAR036,VAR,2020,8,11.98,19.12,21.14,20.135,10.4,7.73,11.05,9.86,11.2,-0.31,18.77,6.16,11.2,-3.73,20.08,4.67,11.69,0,16.8,7.31,18392,26.94,2020,235,441.33,55,-1,0,0
VAR036,VAR,2020,9,9.35,12.62,13.33,14.005,7.09,4.66,7.52,6.75,6.13,-2.12,10.79,2.38,5.92,-6.23,12.1,0.75,6.86,-2.1,10.84,3.66,10188,28.91,2020,235,441.33,55,-1,0,0
VAR036,VAR,2020,10,6.66,7.75,7.77,7.945,4.3,1.66,4.44,4.16,2.23,-5.5,3.29,0.87,0.77,-12.67,2.57,-1.73,0.88,-10,2.71,-1.15,3211,30.63,2020,235,441.33,55,-1,0,0
VAR037,VAR,2019,11,1.77,0.25,-0.38,-0.9,1.35,1.02,1.37,1.33,-0.42,-1.5,-0.32,-0.52,-1.86,-4.13,-1.6,-2.12,-7.58,-18.5,-5.69,-9.77,323,30.89,2020,233,385.71,70,-1.6,0,0
VAR037,VAR,2019,12,0.96,0.12,-0.5,-1.255,0.91,0.83,0.92,0.9,-0.15,-0.88,-0.11,-0.19,-1.08,-2.81,-0.98,-1.18,-5.98,-15.8,-3.99,-7.78,0,30.79,2020,233,385.71,70,-1.6,0,0
VAR037,VAR,2020,1,0.77,0,-0.63,-0.455000000000001,0.7,0.52,0.71,0.69,-0.08,-0.38,-0.06,-0.1,-0.92,-1.56,-0.87,-0.95,-9.12,-21.5,-6.85,-11.69,47,31.12,2020,233,385.71,70,-1.6,0,0
VAR037,VAR,2020,2,0.52,-0.06,-0.56,-0.135000000000002,0.42,0.4,0.43,0.42,-0.25,-0.5,-0.23,-0.26,-0.97,-1.63,-0.94,-1.01,-7.47,-17.5,-4.65,-10.66,1430,31.12,2020,233,385.71,70,-1.6,0,0
VAR037,VAR,2020,3,0.4,0,-0.44,1.9,0.4,0.4,0.41,0.4,-0.06,-0.25,-0.05,-0.07,-0.63,-1,-0.61,-0.65,-5.63,-18.5,-0.75,-9.82,6819,31.12,2020,233,385.71,70,-1.6,0,0
VAR037,VAR,2020,4,0.4,0.12,-0.25,4.015,0.38,0.33,0.39,0.38,0.03,-0.06,0.04,0.03,-0.43,-0.63,-0.42,-0.45,-2.51,-15,2.53,-7.2,14943,31.12,2020,233,385.71,70,-1.6,0,0
VAR037,VAR,2020,5,1.4,1.62,0.25,14.245,0.4,0.02,0.45,0.35,0.3,0.06,0.34,0.25,0.05,-0.25,0.23,-0.1,4.42,-7.7,10.34,-0.93,22840,31.36,2020,233,385.71,70,-1.6,0,0
VAR037,VAR,2020,6,NA,NA,NA,24.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.12,1.3,21.19,7.15,26909,32.27,2020,233,385.71,70,-1.6,0,0
VAR037,VAR,2020,7,NA,NA,NA,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.11,4.3,19.59,9.39,25015,30.3,2020,233,385.71,70,-1.6,0,0
VAR037,VAR,2020,8,13.02,17.75,19.5,20.445,11.19,8.15,11.88,10.52,11.27,1.75,16.17,7.04,11.01,-1.19,17.95,5.34,11.73,0.5,16.8,7.27,18365,27.43,2020,233,385.71,70,-1.6,0,0
VAR037,VAR,2020,9,9.77,12,13.06,13.315,7.35,4.58,7.86,6.89,6.4,-0.19,10.19,3.01,6.15,-3.75,11.97,1.25,6.9,-1.7,10.88,3.47,10232,29.39,2020,233,385.71,70,-1.6,0,0
VAR037,VAR,2020,10,7.02,8,8.205,8.4,4.41,1.27,4.57,4.24,2.51,-4.44,3.47,1.32,0.99,-10.38,3.22,-1.54,1.26,-8.5,3.17,-0.86,3242,31.12,2020,233,385.71,70,-1.6,0,0
VAR038,VAR,2019,11,1.52,0.38,-0.38,-0.594999999999999,1.16,0.9,1.17,1.15,0.1,-0.62,0.18,0,-1.69,-3.56,-1.38,-2.03,-7.65,-20.9,-5.6,-10.64,311,59.02,2020,225,348.72,70,-2.49,0,44
VAR038,VAR,2019,12,0.84,0.25,-0.44,-0.7,0.82,0.71,0.83,0.81,0.2,-0.25,0.22,0.18,-0.88,-2.81,-0.74,-1.02,-5.91,-20.4,-3.54,-8.25,0,58.92,2020,225,348.72,70,-2.49,0,44
VAR038,VAR,2020,1,0.71,0.25,-0.56,-0.2,0.69,0.59,0.7,0.68,0.21,0,0.22,0.19,-0.85,-1.56,-0.8,-0.91,-9.52,-25.1,-6.73,-13.2,48,59.25,2020,225,348.72,70,-2.49,0,44
VAR038,VAR,2020,2,0.59,0.12,-0.44,0,0.48,0.46,0.48,0.47,0.03,-0.16,0.04,0.02,-0.87,-1.69,-0.82,-0.92,-8.24,-23.9,-4.84,-12.7,1244,59.25,2020,225,348.72,70,-2.49,0,44
