id_code,area,year,month,T1_absmax,T2_absmax,T3_absmax,T4_absmax,T1_mean,T1_absmin,T1_meanmax,T1_meanmin,T2_mean,T2_absmin,T2_meanmax,T2_meanmin,T3_mean,T3_absmin,T3_meanmax,T3_meanmin,T4_mean,T4_absmin,T4_meanmax,T4_meanmin,pisr,moist_med,hydro_year,snow_days,altitude,canopy_cover2m_10m,tpi100,water_prop_500m,wetland_prop_100m
MAL052,MAL,2020,6,12.55,23.95,20.503,NA,4.59,-0.2,5.75,3.54,6.66,-1.24,12.82,1.72,6.61,-0.88,11.68,2.07,NA,NA,NA,NA,24929,32.85,2020,248,870.21,0,20.84,1,0
MAL052,MAL,2020,7,11.93,19.2,17.38,NA,8.88,3.8,10.01,7.79,9.71,-0.68,16.76,4.95,9.34,-0.12,14.91,5.25,NA,NA,NA,NA,23737,27.14,2020,248,870.21,0,20.84,1,0
MAL052,MAL,2020,8,12.55,19.2,17.3275,NA,9.47,5.68,10.56,8.45,8.88,-2.68,16.66,3.85,8.62,-2.25,15.17,4.14,NA,NA,NA,NA,19285,27.59,2020,248,870.21,0,20.84,1,0
MAL052,MAL,2020,9,7.93,10.2,9.62349999999998,NA,4.62,0.93,5.2,4.06,3.4,-4.37,8.01,0.92,3.49,-5.38,8.48,0.88,NA,NA,NA,NA,12480,30.3,2020,248,870.21,0,20.84,1,0
MAL052,MAL,2020,10,4.43,5.57,5.62,NA,1.24,-1.95,1.46,1.06,-0.85,-7.93,1.05,-2.13,-1.72,-10.69,0.69,-3.39,NA,NA,NA,NA,4193,29.83,2020,248,870.21,0,20.84,1,0
MAL053,MAL,2019,11,-2.06,-2.88,-3.69,NA,-3.16,-4.12,-3.08,-3.24,-3.88,-5.38,-3.73,-4.05,-5.97,-9.44,-5.54,-6.44,NA,NA,NA,NA,175,20.64,2020,243,850.2,1,20.9,0,0
MAL053,MAL,2019,12,-3.12,-3.44,-2.94,NA,-4.21,-5.62,-4.06,-4.38,-4.96,-8.12,-4.58,-5.35,-6.66,-13.32,-5.55,-7.56,NA,NA,NA,NA,0,20.64,2020,243,850.2,1,20.9,0,0
MAL053,MAL,2020,1,-3.87,-4,-3.94,NA,-4.41,-5.69,-4.31,-4.52,-5.15,-7.25,-4.88,-5.46,-6.77,-10.82,-6.15,-7.53,NA,NA,NA,NA,0,20.85,2020,243,850.2,1,20.9,0,0
MAL053,MAL,2020,2,-4.62,-4.88,-5.19,NA,-5.12,-6,-5.03,-5.21,-5.75,-7.31,-5.54,-5.96,-7.08,-9.69,-6.58,-7.55,NA,NA,NA,NA,1573,20.85,2020,243,850.2,1,20.9,0,0
MAL053,MAL,2020,3,-3.5,-3.62,-3.82,NA,-4.3,-5.37,-4.26,-4.33,-4.49,-6,-4.44,-4.54,-4.98,-7.57,-4.89,-5.08,NA,NA,NA,NA,9101,20.85,2020,243,850.2,1,20.9,0,0
MAL053,MAL,2020,4,-2.94,-2.94,-3.07,NA,-3.31,-3.56,-3.3,-3.33,-3.42,-3.81,-3.4,-3.45,-3.74,-4.32,-3.69,-3.78,NA,NA,NA,NA,17780,20.85,2020,243,850.2,1,20.9,0,0
MAL053,MAL,2020,5,-0.12,-0.12,-0.19,NA,-2.03,-2.87,-1.97,-2.07,-2.03,-2.94,-1.97,-2.09,-2.13,-3.07,-2.07,-2.18,NA,NA,NA,NA,24403,20.82,2020,243,850.2,1,20.9,0,0
MAL053,MAL,2020,6,14.943,24.5,22.68,NA,6.42,-0.12,8.66,4.65,8.39,-1,16.27,2.75,8.31,-1.19,15.31,2.34,NA,NA,NA,NA,27377,21.17,2020,243,850.2,1,20.9,0,0
MAL053,MAL,2020,7,12.88,18.38,18.31,NA,9.79,5.31,11.34,8.44,10.09,1,16.65,6.01,9.66,-0.44,16.13,5.22,NA,NA,NA,NA,25979,15.47,2020,243,850.2,1,20.9,0,0
MAL053,MAL,2020,8,14.13,19.205,18.18,NA,10.15,5.44,11.85,8.84,9.69,-0.75,17.18,5.26,8.88,-2.57,15.76,4.19,NA,NA,NA,NA,20695,15.91,2020,243,850.2,1,20.9,0,0
MAL053,MAL,2020,9,8.63,10.38,10.31,NA,5.18,1.13,6.33,4.43,4.25,-2.69,9.66,1.73,3.78,-4.69,8.99,0.92,NA,NA,NA,NA,12963,18.62,2020,243,850.2,1,20.9,0,0
MAL053,MAL,2020,10,4.75,5.705,5.74,NA,1.85,0,2.1,1.67,1.07,-2.25,2.32,0.36,-0.48,-11.19,1.56,-1.82,NA,NA,NA,NA,4238,18.15,2020,243,850.2,1,20.9,0,0
MAL054,MAL,2019,11,-0.4,-0.25,-1.1,NA,-0.79,-1.58,-0.7,-0.87,-1.1,-3,-0.92,-1.29,-4,-9.97,-3.3,-4.71,NA,NA,NA,NA,179,49.86,2020,246,761.81,0,-1.79,0,0
MAL054,MAL,2019,12,-0.33,-0.19,-0.22,NA,-0.5,-1.46,-0.46,-0.53,-0.37,-1.75,-0.33,-0.43,-1.06,-5.35,-0.88,-1.28,NA,NA,NA,NA,0,49.86,2020,246,761.81,0,-1.79,0,0
MAL054,MAL,2020,1,-0.46,-0.38,-0.35,NA,-0.72,-0.96,-0.7,-0.74,-0.66,-0.94,-0.63,-0.69,-0.94,-1.29,-0.88,-0.99,NA,NA,NA,NA,0,50.07,2020,246,761.81,0,-1.79,0,0
MAL054,MAL,2020,2,-0.58,-0.38,-0.29,NA,-0.91,-1.08,-0.89,-0.95,-0.85,-1.06,-0.81,-0.89,-1.07,-1.35,-1.01,-1.12,NA,NA,NA,NA,1193,50.07,2020,246,761.81,0,-1.79,0,0
MAL054,MAL,2020,3,-0.46,-0.25,-0.29,NA,-0.92,-1.08,-0.91,-0.94,-0.88,-1.12,-0.86,-0.91,-1.05,-1.29,-1.03,-1.08,NA,NA,NA,NA,6888,50.07,2020,246,761.81,0,-1.79,0,0
MAL054,MAL,2020,4,-0.46,-0.25,-0.22,NA,-0.77,-1.08,-0.75,-0.78,-0.63,-1.06,-0.61,-0.65,-0.69,-1.22,-0.65,-0.71,NA,NA,NA,NA,15330,50.07,2020,246,761.81,0,-1.79,0,0
MAL054,MAL,2020,5,-0.4,-0.25,-0.22,NA,-0.51,-0.58,-0.5,-0.52,-0.39,-0.5,-0.38,-0.41,-0.46,-0.66,-0.44,-0.48,NA,NA,NA,NA,23515,50.03,2020,246,761.81,0,-1.79,0,0
MAL054,MAL,2020,6,16.043,19,19.03,NA,5.63,-0.4,7.76,3.6,6.1,-0.25,9.78,2.29,6.4,-0.79,10.49,2.18,NA,NA,NA,NA,27652,50.39,2020,246,761.81,0,-1.79,0,0
MAL054,MAL,2020,7,15.6175,18.06,18.06,NA,10.3,1.92,12.74,8.12,10.15,0.12,15.31,6.05,9.95,-0.22,15.32,5.55,NA,NA,NA,NA,25734,44.68,2020,246,761.81,0,-1.79,0,0
MAL054,MAL,2020,8,15.04,17.38,17.46,NA,9.56,2.17,11.86,7.58,9.04,-1.44,14.14,4.98,8.94,-1.85,14.38,4.52,NA,NA,NA,NA,18835,45.12,2020,246,761.81,0,-1.79,0,0
MAL054,MAL,2020,9,8.54,9.5,9.78,NA,3.91,-0.33,5.15,2.89,3.72,-4.5,7.02,1.42,3.92,-5.85,8.27,1.1,NA,NA,NA,NA,10409,47.84,2020,246,761.81,0,-1.79,0,0
MAL054,MAL,2020,10,5.42,6,6.105,NA,1,-2.08,1.34,0.7,-0.01,-8.38,1.16,-1.12,-1.65,-12.1,0.56,-3.54,NA,NA,NA,NA,3070,47.37,2020,246,761.81,0,-1.79,0,0
MAL055,MAL,2019,11,-0.8,-1.5,-2.43,NA,-1.28,-2.36,-1.15,-1.4,-3.74,-7.62,-3.08,-4.45,-7.87,-17.12,-6.03,-9.94,NA,NA,NA,NA,167,21.15,2020,243,675.74,0,2.44,0,0
MAL055,MAL,2019,12,-0.17,-1.56,-2.43,NA,-1.88,-3.3,-1.66,-2.08,-3.52,-7.5,-2.81,-4.28,-6.78,-16.3,-4.9,-9.18,NA,NA,NA,NA,0,21.15,2020,243,675.74,0,2.44,0,0
MAL055,MAL,2020,1,-1.49,-1.88,-2.43,NA,-1.8,-2.3,-1.72,-1.86,-2.67,-4.38,-2.45,-2.93,-4.48,-9.55,-3.83,-5.3,NA,NA,NA,NA,0,21.36,2020,243,675.74,0,2.44,0,0
MAL055,MAL,2020,2,-1.17,-1.5,-1.99,NA,-1.42,-1.92,-1.39,-1.44,-1.92,-2.75,-1.87,-1.98,-2.93,-4.18,-2.82,-3.04,NA,NA,NA,NA,876,21.36,2020,243,675.74,0,2.44,0,0
MAL055,MAL,2020,3,-1.24,-1.5,-1.93,NA,-1.57,-1.92,-1.55,-1.6,-2.09,-2.75,-2.05,-2.13,-3.11,-4.43,-3.03,-3.18,NA,NA,NA,NA,4832,21.36,2020,243,675.74,0,2.44,0,0
MAL055,MAL,2020,4,-0.92,-1,-1.3,NA,-1.05,-1.17,-1.04,-1.06,-1.26,-1.38,-1.25,-1.27,-1.7,-2.05,-1.69,-1.73,NA,NA,NA,NA,12134,21.36,2020,243,675.74,0,2.44,0,0
MAL055,MAL,2020,5,-0.3,-0.25,-0.18,NA,-0.73,-0.92,-0.69,-0.74,-0.74,-1,-0.71,-0.76,-0.9,-1.37,-0.87,-0.93,NA,NA,NA,NA,20034,21.32,2020,243,675.74,0,2.44,0,0
MAL055,MAL,2020,6,6.95,23.75,21.2,NA,1.78,-0.36,2.79,0.83,6.19,-1.69,12.22,0.86,6.65,-0.8,11.33,1.49,NA,NA,NA,NA,24394,21.67,2020,243,675.74,0,2.44,0,0
MAL055,MAL,2020,7,10.58,20,19.025,NA,7.25,1.89,8.37,6.1,10.5,-0.88,18.29,4.89,10.57,-0.87,16.89,5.02,NA,NA,NA,NA,22425,15.97,2020,243,675.74,0,2.44,0,0
MAL055,MAL,2020,8,11.14,18.25,18.07,NA,8.45,3.89,9.65,7.23,9.35,-2.88,17.52,3.47,9.37,-2.18,16.4,3.73,NA,NA,NA,NA,15559,16.41,2020,243,675.74,0,2.44,0,0
MAL055,MAL,2020,9,7.58,10.38,10.45,NA,4.25,0.7,4.92,3.65,3.98,-4.5,8.03,0.95,4.28,-4.68,8.68,1.14,NA,NA,NA,NA,7862,19.13,2020,243,675.74,0,2.44,0,0
MAL055,MAL,2020,10,4.95,6.575,6.7,NA,1.75,-0.17,1.94,1.57,0.47,-7.25,1.71,-0.75,-0.71,-9.8,1.08,-2.35,NA,NA,NA,NA,2119,18.66,2020,243,675.74,0,2.44,0,0
MAL056,MAL,2019,11,-0.34,-0.91,-1.62,-2,-0.43,-0.84,-0.4,-0.46,-2.31,-5.59,-1.91,-2.7,-5.67,-14.75,-4.44,-6.89,-8.44,-18.8,-6.26,-10.8,167,39.54,2020,233,604.29,11,-7.3,0,2
MAL056,MAL,2019,12,-0.34,-0.72,-1.44,-1.155,-0.35,-0.46,-0.34,-0.37,-1.09,-1.91,-1,-1.17,-2.38,-4.31,-2.16,-2.6,-7.16,-19.3,-4.65,-9.85,0,39.54,2020,233,604.29,11,-7.3,0,2
MAL056,MAL,2020,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,39.75,2020,233,604.29,11,-7.3,0,2
MAL056,MAL,2020,2,-0.27,-0.59,-1.25,NA,-0.29,-0.34,-0.27,-0.31,-0.69,-0.78,-0.68,-0.7,-1.4,-1.62,-1.38,-1.42,NA,NA,NA,NA,785,39.75,2020,233,604.29,11,-7.3,0,2
MAL056,MAL,2020,3,-0.27,-0.53,-1,NA,-0.33,-0.34,-0.32,-0.34,-0.68,-0.84,-0.67,-0.69,-1.42,-1.81,-1.39,-1.44,NA,NA,NA,NA,4289,39.75,2020,233,604.29,11,-7.3,0,2
MAL056,MAL,2020,4,-0.21,-0.28,-0.38,NA,-0.25,-0.34,-0.25,-0.26,-0.46,-0.59,-0.46,-0.48,-0.85,-1.12,-0.83,-0.87,NA,NA,NA,NA,11315,39.75,2020,233,604.29,11,-7.3,0,2
MAL056,MAL,2020,5,-0.15,-0.16,-0.19,NA,-0.2,-0.21,-0.2,-0.2,-0.26,-0.41,-0.25,-0.27,-0.39,-0.62,-0.36,-0.41,NA,NA,NA,NA,19122,39.71,2020,233,604.29,11,-7.3,0,2
MAL056,MAL,2020,6,7.91,18.59,20.886,21.215,2.13,-0.21,2.74,1.65,5.11,-1.91,9.48,0.69,6.17,-2,10.54,0.76,10.09,0.3,16.4,3.93,23657,40.07,2020,233,604.29,11,-7.3,0,2
MAL056,MAL,2020,7,11.48,17.735,21.75,18.945,8.7,4.41,9.62,7.89,10.21,-1.09,16.38,5.22,11.01,-2.12,19.99,4.39,10.81,1.4,15.46,6.53,21561,34.36,2020,233,604.29,11,-7.3,0,2
MAL056,MAL,2020,8,11.16,16.97,19.883,18.8391,8.95,4.04,10.02,7.97,9,-4.41,16.33,3.11,9.52,-4.25,17.96,2.94,10.33,0.41,15.55,5.73,14563,34.81,2020,233,604.29,11,-7.3,0,2
MAL056,MAL,2020,9,8.1,10.84,10.75,11.51815,4.78,1.04,5.51,4.14,4.03,-5.41,8.8,0.37,4.43,-5.62,9.29,0.74,5.47,-3.24,9.16,2.62,7104,37.52,2020,233,604.29,11,-7.3,0,2
MAL056,MAL,2020,10,5.41,6.97,7.12,7.58835,2.08,-0.09,2.28,1.91,0.43,-7.91,1.9,-1.06,-0.55,-12.75,1.34,-2.62,-0.07,-9.63,1.87,-1.87,1819,37.05,2020,233,604.29,11,-7.3,0,2
MAL057,MAL,2019,11,-0.25,-0.56,-1.33,-1.695,-0.34,-0.44,-0.32,-0.38,-1.27,-2.88,-1.07,-1.49,-5.07,-12.45,-3.98,-6.18,-9.86,-24,-6.83,-13.6,173,55.66,2020,237,555.59,27,-1.13,0,19
MAL057,MAL,2019,12,-0.31,-0.5,-1.33,0.389999999999998,-0.38,-0.5,-0.37,-0.39,-0.81,-1.5,-0.73,-0.89,-2.68,-5.83,-2.3,-3.06,-7.74,-24.6,-4.72,-11.54,0,55.66,2020,237,555.59,27,-1.13,0,19
MAL057,MAL,2020,1,-0.38,-0.5,-1.2,-1.055,-0.38,-0.38,-0.37,-0.38,-0.57,-0.75,-0.55,-0.6,-1.67,-2.2,-1.58,-1.77,-8.53,-27.3,-5.9,-12.08,0,55.87,2020,237,555.59,27,-1.13,0,19
MAL057,MAL,2020,2,-0.38,-0.5,-1.33,-1.6,-0.38,-0.38,-0.38,-0.38,-0.6,-0.69,-0.58,-0.61,-1.72,-2.08,-1.67,-1.76,-8.59,-18.4,-4.88,-12.57,948,55.87,2020,237,555.59,27,-1.13,0,19
MAL057,MAL,2020,3,-0.38,-0.38,-0.83,0.9,-0.38,-0.38,-0.38,-0.38,-0.56,-0.75,-0.55,-0.57,-1.52,-2.33,-1.48,-1.56,-6.59,-22,-2.29,-10.8,5433,55.87,2020,237,555.59,27,-1.13,0,19
MAL057,MAL,2020,4,-0.38,-0.31,-0.45,5.11,-0.38,-0.38,-0.37,-0.38,-0.42,-0.5,-0.41,-0.44,-0.96,-1.45,-0.93,-1.01,-3.1,-20.5,3.11,-8.59,13312,55.87,2020,237,555.59,27,-1.13,0,19
MAL057,MAL,2020,5,-0.31,-0.25,-0.2,11.9,-0.33,-0.38,-0.31,-0.35,-0.27,-0.38,-0.26,-0.28,-0.39,-0.83,-0.34,-0.45,2.46,-13.1,9.45,-3.5,21776,55.83,2020,237,555.59,27,-1.13,0,19
MAL057,MAL,2020,6,13.31,19.506,22.8,22.51,7.1,-0.31,8.34,5.97,9.22,-1.38,15.01,3.53,9.93,-2.7,17.32,1.08,10.5,-1.2,16.29,3.1,26404,56.18,2020,237,555.59,27,-1.13,0,19
MAL057,MAL,2020,7,13.81,17.62,19.58,20.3,10.92,6.5,11.99,9.92,11.35,2.75,16.2,7.19,10.94,-1.7,18.11,4.45,11.06,0.5,15.83,6.02,24273,50.48,2020,237,555.59,27,-1.13,0,19
MAL057,MAL,2020,8,13.62,16.705,18.8,19.1472,10.37,4.75,11.3,9.51,10.07,-0.62,14.99,5.87,9.59,-6.01,17.13,2.47,10.14,-3.54,15.29,4.62,16869,50.92,2020,237,555.59,27,-1.13,0,19
MAL057,MAL,2020,9,8.62,10,11.3,11.4816,5.02,0.75,5.66,4.48,4.47,-2.62,7.46,2.13,4.42,-7.45,9.86,0.07,5.45,-5.13,9.24,2.02,8630,53.64,2020,237,555.59,27,-1.13,0,19
MAL057,MAL,2020,10,5.62,6.62,7.36,7.784,2.3,0,2.5,2.13,1.42,-3.56,2.26,0.51,-0.37,-14.08,1.96,-2.82,-0.23,-14.44,2.04,-2.62,2355,53.17,2020,237,555.59,27,-1.13,0,19
MAL058,MAL,2019,11,-0.12,-0.52,-1.42,NA,-0.3,-0.62,-0.28,-0.34,-1.38,-3.27,-1.14,-1.63,-5.06,-12.48,-3.98,-6.16,NA,NA,NA,NA,172,17.55,2020,239,503.02,96,1.2,1,13
MAL058,MAL,2019,12,-0.25,-0.45,-1.29,NA,-0.36,-0.5,-0.34,-0.37,-0.79,-1.39,-0.71,-0.87,-2.43,-4.79,-2.12,-2.72,NA,NA,NA,NA,0,17.55,2020,239,503.02,96,1.2,1,13
MAL058,MAL,2020,1,-0.25,-0.39,-1.17,NA,-0.31,-0.38,-0.29,-0.32,-0.51,-0.64,-0.49,-0.54,-1.5,-2.04,-1.44,-1.56,NA,NA,NA,NA,0,17.76,2020,239,503.02,96,1.2,1,13
MAL058,MAL,2020,2,-0.31,-0.45,-1.29,NA,-0.36,-0.38,-0.33,-0.37,-0.54,-0.64,-0.53,-0.55,-1.57,-2.04,-1.55,-1.61,NA,NA,NA,NA,987,17.76,2020,239,503.02,96,1.2,1,13
MAL058,MAL,2020,3,-0.31,-0.27,-0.73,NA,-0.36,-0.38,-0.34,-0.37,-0.47,-0.64,-0.46,-0.48,-1.32,-1.79,-1.29,-1.34,NA,NA,NA,NA,5620,17.76,2020,239,503.02,96,1.2,1,13
MAL058,MAL,2020,4,-0.25,-0.14,-0.29,NA,-0.27,-0.31,-0.25,-0.29,-0.23,-0.39,-0.22,-0.25,-0.62,-1.04,-0.59,-0.63,NA,NA,NA,NA,13477,17.76,2020,239,503.02,96,1.2,1,13
MAL058,MAL,2020,5,-0.25,-0.14,-0.29,NA,-0.25,-0.25,-0.25,-0.25,-0.14,-0.14,-0.14,-0.14,-0.29,-0.29,-0.28,-0.29,NA,NA,NA,NA,21805,17.72,2020,239,503.02,96,1.2,1,13
MAL058,MAL,2020,6,10.5,22.113,24.83,NA,4.87,-0.25,5.89,3.99,7.93,-1.14,15.04,2.15,8.71,-2.48,16.62,0.48,NA,NA,NA,NA,26320,18.08,2020,239,503.02,96,1.2,1,13
MAL058,MAL,2020,7,11.5,18.5125,21.02,NA,9.23,6,9.97,8.55,11.05,2.3,17.37,6.76,11.24,-1.29,19.4,4.7,NA,NA,NA,NA,24195,12.37,2020,239,503.02,96,1.2,1,13
MAL058,MAL,2020,8,11.88,18.11,20.33,NA,9.8,6.31,10.49,9.17,10.35,-0.45,17.01,5.82,9.89,-6.17,19.26,2.53,NA,NA,NA,NA,17022,12.82,2020,239,503.02,96,1.2,1,13
MAL058,MAL,2020,9,8.62,10.92,12.15,NA,5.92,2.44,6.4,5.5,5.42,-2.83,9.75,2.63,4.82,-8.42,11.94,-0.09,NA,NA,NA,NA,8809,15.53,2020,239,503.02,96,1.2,1,13
MAL058,MAL,2020,10,5.62,6.98,7.71,NA,2.94,0.75,3.11,2.8,1.69,-5.08,2.81,0.62,0.23,-14.17,2.6,-2.06,NA,NA,NA,NA,2436,15.06,2020,239,503.02,96,1.2,1,13
MAL059,MAL,2019,11,-0.94,-1.58,-2.38,NA,-1.49,-3.19,-1.33,-1.63,-4.44,-12.14,-3.56,-5.29,-9.31,-25.12,-6.96,-11.79,NA,NA,NA,NA,173,17.21,2020,236,500.35,84,1.07,26,27
MAL059,MAL,2019,12,-0.75,-1.08,-1.88,NA,-0.94,-1.31,-0.9,-0.98,-1.87,-3.58,-1.7,-2.05,-3.48,-7.75,-3.06,-3.93,NA,NA,NA,NA,0,17.21,2020,236,500.35,84,1.07,26,27
MAL059,MAL,2020,1,-0.62,-0.96,-1.56,NA,-0.7,-0.81,-0.69,-0.71,-1.16,-1.46,-1.12,-1.19,-2.02,-2.62,-1.94,-2.11,NA,NA,NA,NA,0,17.42,2020,236,500.35,84,1.07,26,27
MAL059,MAL,2020,2,-0.69,-1.08,-1.75,NA,-0.73,-0.81,-0.71,-0.75,-1.22,-1.46,-1.2,-1.23,-2.1,-2.56,-2.07,-2.14,NA,NA,NA,NA,795,17.42,2020,236,500.35,84,1.07,26,27
MAL059,MAL,2020,3,-0.62,-0.83,-1.25,NA,-0.73,-0.81,-0.72,-0.74,-1.14,-1.46,-1.12,-1.17,-1.9,-2.5,-1.86,-1.93,NA,NA,NA,NA,4593,17.42,2020,236,500.35,84,1.07,26,27
MAL059,MAL,2020,4,-0.5,-0.52,-0.69,NA,-0.58,-0.62,-0.56,-0.59,-0.75,-0.96,-0.74,-0.77,-1.14,-1.5,-1.11,-1.17,NA,NA,NA,NA,11989,17.42,2020,236,500.35,84,1.07,26,27
MAL059,MAL,2020,5,-0.37,-0.33,-0.38,NA,-0.44,-0.5,-0.44,-0.44,-0.42,-0.58,-0.42,-0.43,-0.54,-1,-0.51,-0.57,NA,NA,NA,NA,20434,17.38,2020,236,500.35,84,1.07,26,27
MAL059,MAL,2020,6,8.06,22.79,23.12,NA,3.33,-0.37,4.14,2.55,8.55,-1.27,16.4,1.89,9.18,-1.56,15.65,2.11,NA,NA,NA,NA,25261,17.74,2020,236,500.35,84,1.07,26,27
MAL059,MAL,2020,7,11.19,19.04,20.06,NA,8.32,4.38,9.08,7.57,10.9,1.04,17.19,5.89,11.22,-0.25,17.78,5.21,NA,NA,NA,NA,23022,12.03,2020,236,500.35,84,1.07,26,27
MAL059,MAL,2020,8,11.06,18.128,19,NA,8.96,4.94,9.64,8.27,9.69,-3.33,16.48,4.14,9.74,-6.19,17.4,2.72,NA,NA,NA,NA,15496,12.47,2020,236,500.35,84,1.07,26,27
MAL059,MAL,2020,9,7.94,10.483,11.5,NA,5.08,1.56,5.52,4.66,4.55,-4.64,8.29,1.38,4.73,-7.88,9.87,0.33,NA,NA,NA,NA,7527,15.19,2020,236,500.35,84,1.07,26,27
MAL059,MAL,2020,10,5.31,7.17,7.75,NA,2.48,0.25,2.64,2.33,1.13,-7.27,2.37,-0.17,-0.16,-14.75,1.97,-2.46,NA,NA,NA,NA,1956,14.72,2020,236,500.35,84,1.07,26,27
MAL060,MAL,2019,11,-0.25,-0.96,-2.11,-2.085,-0.45,-0.81,-0.42,-0.48,-1.85,-4.09,-1.62,-2.07,-4.53,-10.17,-3.9,-5.14,-13.67,-33.7,-8.8,-19.46,168,27.73,2020,237,488.78,27,-3.89,38,0
MAL060,MAL,2019,12,-0.38,-0.71,-1.54,0.144999999999999,-0.5,-0.62,-0.47,-0.52,-1.15,-2.21,-1.05,-1.24,-2.51,-5.42,-2.27,-2.76,-10.2,-32.9,-5.43,-16.77,0,27.73,2020,237,488.78,27,-3.89,38,0
MAL060,MAL,2020,1,-0.38,-0.71,-1.29,0.0899999999999977,-0.49,-0.62,-0.48,-0.52,-0.89,-1.21,-0.86,-0.92,-1.76,-2.67,-1.69,-1.83,-10.19,-38.7,-5.88,-15.18,0,27.94,2020,237,488.78,27,-3.89,38,0
MAL060,MAL,2020,2,-0.62,-0.9,-1.54,NA,-0.62,-0.75,-0.62,-0.64,-0.97,-1.09,-0.95,-0.99,-1.77,-2.04,-1.75,-1.79,NA,NA,NA,NA,897,27.94,2020,237,488.78,27,-3.89,38,0
MAL060,MAL,2020,3,-0.69,-0.9,-1.42,NA,-0.74,-0.81,-0.73,-0.76,-1.06,-1.21,-1.03,-1.08,-1.8,-2.17,-1.79,-1.83,NA,NA,NA,NA,5238,27.94,2020,237,488.78,27,-3.89,38,0
MAL060,MAL,2020,4,-0.31,-0.34,-0.42,NA,-0.54,-0.69,-0.53,-0.55,-0.67,-0.84,-0.64,-0.68,-1.06,-1.42,-1.03,-1.09,NA,NA,NA,NA,12784,27.94,2020,237,488.78,27,-3.89,38,0
MAL060,MAL,2020,5,-0.12,-0.21,-0.29,NA,-0.21,-0.31,-0.2,-0.23,-0.23,-0.34,-0.22,-0.23,-0.32,-0.42,-0.31,-0.33,NA,NA,NA,NA,20962,27.9,2020,237,488.78,27,-3.89,38,0
MAL060,MAL,2020,6,12.563,25.16,25.33,28.4,5.06,-0.38,6.84,3.92,7.44,-0.9,14.74,2.02,7.8,-2.54,15.64,0.79,11.09,-2.3,22.87,1.66,25410,28.26,2020,237,488.78,27,-3.89,38,0
MAL060,MAL,2020,7,14.06,20.41,21.33,23.345,10.78,6.12,12.31,9.69,11.57,1.79,19.53,6.49,11.23,-0.79,20.15,4.49,11.96,0.2,20.35,5.63,23339,22.55,2020,237,488.78,27,-3.89,38,0
MAL060,MAL,2020,8,14.38,21.16,21.728,21.8851,11.13,6.5,12.58,10.1,10.76,-2.52,19.98,4.99,9.89,-7.61,19.9,2.02,10.75,-6.46,18.22,3.6,16209,23,2020,237,488.78,27,-3.89,38,0
MAL060,MAL,2020,9,9.88,11.79,12.33,12.63315,6.74,2.62,7.6,6.1,5.58,-4.4,11.64,2.15,4.95,-9.42,12.38,-0.12,5.58,-8.52,10.44,1.2,8297,25.71,2020,237,488.78,27,-3.89,38,0
MAL060,MAL,2020,10,6.38,7.35,7.83,8.3797,3.29,0.62,3.51,3.08,1.58,-6.46,2.95,0.13,-0.28,-16.23,2.32,-3.08,-0.4,-19.63,2.16,-3.08,2259,25.24,2020,237,488.78,27,-3.89,38,0
MAL061,MAL,2019,11,-3.25,-3.45,-3.82,NA,-5.23,-9,-4.95,-5.55,-7.24,-14.83,-6.28,-8.27,-8.93,-17.45,-7.18,-11.01,NA,NA,NA,NA,177,22.61,2020,241,931.19,0,2.68,1,0
MAL061,MAL,2019,12,-4.44,-3.95,-2.38,NA,-6.18,-10.88,-5.72,-6.62,-7.11,-15.95,-5.86,-8.46,-8.24,-18.95,-6.01,-10.95,NA,NA,NA,NA,0,22.61,2020,241,931.19,0,2.68,1,0
MAL061,MAL,2020,1,-4.19,-4.33,-4.07,NA,-4.72,-5.5,-4.6,-4.83,-5.39,-7.2,-5.02,-5.8,-7.6,-13.26,-6.21,-9.29,NA,NA,NA,NA,0,22.82,2020,241,931.19,0,2.68,1,0
MAL061,MAL,2020,2,-4,-4.08,-4.63,NA,-4.38,-5.25,-4.34,-4.42,-4.65,-5.76,-4.58,-4.73,-5.76,-7.63,-5.59,-5.97,NA,NA,NA,NA,994,22.82,2020,241,931.19,0,2.68,1,0
MAL061,MAL,2020,3,-4,-3.95,-3.95,NA,-4.63,-5.12,-4.57,-4.69,-4.89,-5.7,-4.77,-5,-5.9,-7.57,-5.59,-6.22,NA,NA,NA,NA,5605,22.82,2020,241,931.19,0,2.68,1,0
MAL061,MAL,2020,4,-3.38,-3.08,-2.32,NA,-4.18,-5.06,-4.12,-4.24,-4.25,-5.58,-4.11,-4.37,-4.73,-7.32,-4.37,-5.05,NA,NA,NA,NA,13563,22.82,2020,241,931.19,0,2.68,1,0
MAL061,MAL,2020,5,-0.38,0.05,1.885,NA,-2.46,-3.5,-2.37,-2.52,-2.25,-3.7,-2.06,-2.41,-2,-4.82,-1.33,-2.51,NA,NA,NA,NA,21950,22.79,2020,241,931.19,0,2.68,1,0
MAL061,MAL,2020,6,18.75,19.3,17.99,NA,8.84,-0.38,13.27,5.04,8.55,-1.08,14.13,2.95,8.05,-0.88,12.8,3.08,NA,NA,NA,NA,26536,23.14,2020,241,931.19,0,2.68,1,0
